"mmsi","length","tonnage"
"440339000",52.99,408
"440809000",51.37,490.33
"440617000",52.28,535.5
"440847000",54.03,515
"440100101",20.93,37.91
"440807000",53,522
"441680000",53.59,483
"440574000",52.97,512.5
"441201562",50.75,486
"440239000",50.25,485
"440846000",50.25,484
"440770000",54.61,520
"441251000",52.43,483.5
"440966000",52.99,522
"440116130",22.11,61.58
"440604000",50.03,504
"440628000",52.48,532
"441018000",53.3,582
"440858000",53.35,499.5
"538060014",29.59,134.26
"538060012",27.5,129
"538060013",27.64,129
"538060011",29.9,108.23
"540000670",21,69
"540017570",22.15,62.25
"540010700",19,67
"540003900",21,97
"540017550",22.15,62.25
"540013100",20.7,90.73
"540003400",24,83
"540004100",20,97
"540004000",29,136
"540013200",20.7,90.4
"540001900",21,93
"540010800",18,67
"540017560",22.15,62.25
"540003800",21,97
"540011500",23.98,120
"540000800",16,52
"540011470",18.52,39.46
"540005000",29,136
"540002100",21,93
"540002300",21,93
"512001073",15.15,26
"512001495",18,40
"512005780",18.73,45
"512004138",17.5,50
"512003467",19.91,78
"512082000",22.98,115.88
"512001926",17.05,47
"512002055",14.05,29
"512005035",20.16,65.74
"354153000",44.52,564
"372702000",31.96,179
"553111394",23.8,93.09
"553111288",27.6,90
"553111285",27.6,90
"553111375",29.7,98
"553111284",27.6,90
"553111286",27.6,90
"553111283",27.6,90
"263580000",41,526
"263821000",34,372.5
"263583000",37.54,399
"546021100",30.79,150.02
"546006500",23.9,132
"546009050",16.12,45
"546021500",19.28,61.24
"546007100",23.9,164
"546006600",23.9,185
"546006700",23.9,164
"546022100",22.35,72
"546012900",20.5,98
"546006400",23.9,132
"546021700",23.26,91.12
"546021600",18.75,37
"268000015",31.18,202.03
"664000023",48.19,577
"664061000",44.6,545
"664158000",51.5,575
"664542000",48.6,598
"664000022",47.2,577
"664540000",48.03,405
"664324000",40.6,320
"567872000",48.7,490
"572138210",20.8,120
"416002948",26.1,79.6
"416001013",20.09,35.14
"416002441",24.48,79.62
"416230600",23.95,96.65
"416119800",57.6,705
"416888974",24.38,62.63
"416200800",20.3,40.22
"416004685",23.82,49.64
"416002724",28.2,83.75
"416001421",21.66,41.17
"416044600",49.68,411.2
"416002681",29.88,99
"416001021",19.89,44.95
"416208900",27.35,98
"416000344",22.2,56.63
"416002092",22.97,70.85
"416000964",21.92,44.43
"416001047",22.1,58.11
"416002404",23.89,83.95
"416000832",23.75,71.05
"416368000",59.2,627
"416211003",18.89,40.8
"416001521",23.23,54.08
"416003066",22,54.05
"416003408",20.8,46.04
"416056789",18.86,33.35
"416000268",21.65,49.83
"416000853",20.35,40.89
"416039900",25.1,92.09
"416002981",28.2,97.51
"416235600",23.25,96.53
"416002766",22,49.52
"416229600",29.9,142
"416000791",20.1,39.21
"416005346",23.56,40.82
"416641000",55.75,712.21
"416001547",21.7,45.94
"416004375",22.68,99.56
"416233500",21.5,96
"416000993",22.6,58.53
"416001476",22.5,53.17
"416001519",26.15,95.76
"416202800",19.56,36.06
"416002934",20.1,40.11
"416000201",20.1,40.66
"416167900",47.08,350
"416119900",56,525
"416004073",22.33,98.62
"416000179",27.3,310.64
"416210900",19.98,31.91
"416005085",38.9,298
"416000299",22.5,53.5
"416002586",28.2,98.63
"416091600",55.9,531
"416003414",32.09,160
"416003113",19.4,42.52
"416002731",26.05,98.64
"416000662",21.2,44
"416000476",31.14,186.91
"416002415",22.9,63.59
"416005082",53.97,542.48
"416230800",21.84,95.63
"416002144",21.6,47.04
"416003306",23.9,82.83
"416174900",54.2,712.6
"416002835",19.24,49.13
"416000478",21.35,48.89
"416004696",21.69,42.91
"416052600",59.23,696
"416000521",23.18,65.5
"416005149",21.29,36.72
"416236600",23.9,99.32
"416097500",57.3,701
"416000934",22.5,54.23
"416002114",22.3,62.33
"416005220",63.16,775
"416785000",52.65,497
"416002642",26.8,87.22
"416001461",23.94,62
"416111500",55.9,531
"416002803",22.9,63.02
"416053500",55.9,496
"416107168",27.3,73.38
"416002596",27.75,98
"416153500",56.3,610
"416000265",22.06,52.03
"416229500",22.3,56.08
"416003315",23.9,86.22
"416001471",22.85,66.56
"416002946",26.1,99.18
"416003483",22.6,64.11
"416004166",22.6,70.85
"416002605",26.1,72.59
"416002132",23.6,62.22
"416075900",27.88,89.23
"416000477",26.15,78.06
"416000466",22.5,53.15
"416895000",57,719
"416001225",27.9,99
"416841000",56.5,722
"416077500",27.9,94.79
"416003463",23.9,80.64
"416005715",33.88,227.01
"416000469",22.05,71.15
"416003933",21.1,49.03
"416345000",55.72,582.68
"416618000",53,489
"416000846",20.4,41.86
"416000159",22.72,49.1
"416004246",35.7,188
"416002695",27.2,79.23
"416001821",21.72,39.66
"416004687",23.9,99.56
"416000817",19,48.23
"416005188",63.16,775
"416002962",29.88,113
"416000368",20.7,48.5
"416002328",20.96,46.04
"416002575",23.6,76.01
"416002154",26.48,97.09
"416228900",23.9,92.52
"416004043",22.6,96.05
"416002896",26.1,81.02
"416003074",27.35,99
"416002643",26.1,86.4
"416201800",21.5,47.02
"416004268",22.77,97.55
"416004471",20.33,42.25
"416008600",56.5,722
"416000807",18.5,33.53
"416233900",23.92,98.16
"416002231",24.6,71.52
"416338000",56.18,503
"416004368",29.3,98
"416002353",21.35,41.57
"416002446",26,79.64
"416000292",27,76.55
"416222700",29.7,98
"416003472",25.13,75.22
"416000196",27,77.15
"416003452",23.9,82
"416226600",27,82.4
"416003756",28,211.24
"416004591",35.5,209
"416815000",54.85,711.19
"416173900",56,530
"416882123",23.78,56.55
"416230500",27.42,108.14
"416002585",27.2,79.61
"416001252",23.95,73.56
"416000392",22.59,62.58
"416000855",26.15,79.52
"416082900",27,80.08
"416001558",27.45,64.02
"416885526",25.85,107.68
"416298180",28.83,105
"416002933",18.59,37.52
"416000402",18.26,52.05
"416000627",20.35,41.65
"416002537",27.1,86
"416004044",22.31,98.16
"416001241",20.95,37.04
"416793000",45.3,370.53
"416002481",21,48.16
"416000029",27,79.03
"416168600",59.2,627
"416000639",19.9,32.93
"416000947",18.66,41.19
"416091900",59.2,697
"416212700",24.3,49.93
"416002744",26.1,76.04
"416000238",24.57,64.66
"416000293",22,49
"416002603",25.45,77.19
"416001799",27.62,79.09
"416779000",56.65,719
"416002067",20.6,29.88
"416000257",22.87,62.23
"416001008",22.75,60.05
"416003609",22.4,54.53
"416008568",25.48,116.02
"416002149",25.2,73.54
"416888195",20.26,68.38
"416004214",22.6,96.21
"416198800",27.2,79.63
"416003575",27.2,98
"416000631",22.5,54.14
"416029255",22.26,53.83
"416001245",28.3,97.52
"416004409",23.85,98.24
"416003700",56.9,720
"416000357",20.9,32.97
"416032700",52.65,493
"416001251",17.88,26.16
"416003703",24.7,79.16
"416000143",24.1,57.55
"416002938",18.95,29.98
"416227600",23.9,93.13
"416002131",21.87,49
"416196500",27.3,99.1
"416001414",26.15,95.52
"416000776",21.8,49.03
"416005647",42.46,396
"416002143",26.05,98.63
"416881476",25.56,78.98
"416002492",25.15,85.8
"416330000",56,496
"416074900",48.8,359.26
"416003055",22.5,56.09
"416000702",22.85,63.53
"416000784",24.5,65.62
"416002515",27.2,79.53
"416002893",20.72,49.15
"416503000",49.38,496
"416003149",20.1,40.66
"416000667",20.81,55.19
"416000235",27,97
"416237600",23.75,97.63
"416003165",31.05,195.27
"416002888",22.5,54.11
"416003561",27.2,99
"416003556",29.88,99
"416002142",23.14,68.04
"416142600",41,363
"416226700",25.6,99.22
"416202700",30,98
"416002304",25,75
"416001415",23.73,48.12
"416003741",32.1,184
"416231900",34,180
"416057777",22.73,45.48
"416171600",59.2,635
"416232600",33.8,180
"416003173",29.2,99
"416002533",20.85,48.66
"416003677",23.9,81.05
"416003205",27.45,62.63
"416000618",20.21,46.09
"416127500",27,76.19
"416000804",25.79,79.21
"416005370",40.5,380
"416951000",55.4,1211
"416002469",27.2,79.59
"416003484",26.66,144.59
"416003162",29.2,98
"416004164",22,49.56
"416003948",22.5,66.59
"416000462",27,75.64
"416000519",23.25,71.55
"416001845",22.3,63.02
"416002218",21.52,49.16
"416002291",25.9,79.93
"416001567",27.9,79.11
"416003068",22.95,63.17
"416086600",53.15,449
"416197600",28,305.66
"416003955",34,180
"416002195",26.05,98.23
"416193900",25.15,79.22
"416000129",24.01,74.69
"416003189",29.2,98
"416000636",24.29,54.66
"416058800",47.84,394.7
"416002569",24.5,61.64
"416000985",23.49,52
"416079500",27,80.08
"416004627",22.3,98.66
"416199800",25.5,99.58
"416002445",26,74.53
"416002628",24.24,79.13
"416081500",55.9,526
"416002622",24,65.18
"416212800",26.15,107.89
"416199500",24.28,78.63
"416219600",28.2,97.19
"416001544",20.56,34.78
"416002983",22.1,49.6
"416000514",21.65,48.63
"416000445",20.36,40.57
"416217900",26.1,78.65
"416211600",26.15,95.61
"416003021",28.1,95.65
"416003371",23.6,63.55
"416002343",19.55,55.53
"416773000",49.3,465
"416209800",16.74,33.63
"416000013",27.65,79.24
"416005529",23.6,65.62
"416059700",54.05,497
"416000141",27.6,88.03
"416004662",22.61,99.6
"416000961",23.2,61.11
"416123900",55.75,568
"416232500",57.6,643
"416004408",17.25,25.54
"416003409",22.1,49.89
"416002147",23.26,64.66
"416003158",21,41.59
"416003541",22.5,56.09
"416004085",33.55,278.74
"416002168",21,49.28
"416000137",27.08,98.23
"416000301",23.6,62.08
"416076700",26.25,91.25
"416120500",57.78,661.5
"416002513",22.5,53.25
"416000144",23.8,86.1
"416002324",26.1,76.64
"416710000",56.3,718
"416230166",24.84,54.68
"416004759",32.44,273
"416000199",22.85,67.09
"416003105",29.88,99
"416342000",56.49,520
"416003187",21.7,49.54
"416000228",22.13,52
"416004881",39.62,325
"416004553",23.8,189.76
"416174600",59.2,625
"416001438",21.17,35.36
"416003466",22.4,59.17
"416015700",54.85,708
"416003596",22.5,50.63
"416035900",53.19,477
"416221500",29.2,99
"416002346",22,49.05
"416004501",23.8,209.55
"416003089",27.12,99
"416004576",18.03,28.73
"416002989",22.1,52.76
"416004887",23.9,99.88
"416001009",21.2,47.78
"416822000",54.85,711
"416868000",53.04,477
"416003867",22.5,66.59
"416002374",29.7,98
"416004256",21.9,66.1
"416003869",24.29,85.8
"416000275",22.1,49.61
"416005097",40.2,327
"416176700",54.38,562
"416002165",22.6,53.03
"416000285",23.38,63.09
"416002556",28.2,96.51
"416247500",22.45,99.06
"416004372",23.95,97.63
"416667321",20.23,46.64
"416004453",23.95,99.58
"416221600",23.9,82
"416127700",27.4,80.64
"416004582",23.95,99.58
"416217500",26.86,99
"416122800",56.3,670
"416001228",24.15,53.51
"416003835",22,49.05
"416000977",17.65,25.24
"416239700",33.94,198
"416004675",23.9,99.56
"416003413",22.41,75.2
"416003665",22.76,60.96
"416883418",24.45,77.61
"416003063",23.65,73.21
"416066555",25.04,56.41
"416001619",22.3,63.02
"416002904",26.8,86.6
"416000415",21.95,55.57
"416168500",59.2,627
"416228600",22.41,95
"416000948",21.73,42.68
"416001491",19.7,48.54
"416218900",22.4,55.09
"416002900",55.9,496
"416002998",27.45,67.12
"416003386",21.95,59.25
"416002232",26.6,99.2
"416002174",25.69,49
"416242800",35.5,205
"416000236",24.5,61.64
"416220800",34.17,246
"416084500",59.2,623
"416002799",27,79.55
"416003505",19.23,39.53
"416353000",59.2,628
"416236200",24.95,104.05
"416005265",24.88,68.51
"416001249",20.55,42.38
"416002922",24.96,88.59
"416000246",23.05,60.95
"416127600",25.45,76.19
"416002443",27.81,98
"416623000",55.9,535
"416313000",56,516
"416003684",21,41.54
"416186550",22.09,41.17
"416000222",19.71,40.56
"416004389",20.3,48.51
"416000754",25,78.65
"416306430",63.24,669.53
"416000139",23.5,74.62
"416001510",23.27,73.12
"416216900",18.14,46.19
"416349000",58.8,660
"416003224",22.5,54.06
"416004583",23.9,99.59
"416001965",24.5,72.6
"416005345",20.2,31.42
"416000831",22,49.81
"416212600",25.7,86.73
"416004339",23.9,99.53
"416002768",25.55,79.52
"416000739",23.17,66.59
"416004363",23.8,78
"416003012",21.4,30.47
"416081600",55.9,526
"416002591",27.2,79.5
"416002201",24.2,56.53
"416004506",20.3,50.79
"416002105",22.2,51.57
"416001054",20.3,41.06
"416002198",26.98,98
"416001511",19.76,33.17
"416803000",49.44,452.7
"416004151",21.53,60.58
"416002959",27.6,67.87
"416558866",21.72,82.53
"416002348",23.65,77.62
"416000385",20.35,40.53
"416154700",27.55,79
"416004617",21.25,62.46
"416005836",40.95,393
"416002141",22.08,45
"416221700",23.9,81.19
"416003278",18.3,24.56
"416003822",28,265.68
"416000833",23.35,63.04
"416216800",28.2,95.65
"416002362",20.09,37.95
"416791000",55.1,493
"416004299",23.9,99.57
"416251500",40.6,329
"416218800",29.2,99
"416002112",21.5,47.53
"416003803",28,211.67
"416002491",22.3,68.22
"416000974",21.3,43.59
"416008800",52.65,496
"416003984",22.51,95.66
"416003073",26.87,99
"416051231",22.43,55.92
"416002568",26,79.63
"416001833",22.7,59.19
"416004565",23.8,174.92
"416002137",20.35,40.51
"416002357",22.5,52.05
"416002467",27.2,79.88
"416000309",23.2,54.62
"416000836",22.9,67.05
"416005374",43.51,320.39
"416004411",23.7,99.53
"416196600",28.1,95.28
"416000146",29.6,97.79
"416804000",52.65,497
"416000499",20.1,40.76
"416005731",23.85,99.6
"416556000",56.25,711
"416002117",23.75,71.09
"416004242",22.3,99.63
"416118500",40,296
"416002109",21.35,43.58
"416000461",29.15,98.66
"416001549",21.05,39.11
"416002323",21.55,49.16
"416002038",19.95,45.77
"416002194",25.8,79.75
"416004341",23.5,67.83
"416001745",20.3,43.51
"416225800",22.61,57.86
"416001007",17.5,55.63
"416004084",22.41,98.61
"416001439",23.97,68.98
"416237800",23.95,97.52
"416000487",21.7,41.2
"416761000",56.3,717
"416000361",22.85,58.51
"416003742",23.92,90.17
"416303000",57.78,720
"416002751",27.93,99
"416000212",24.5,61.51
"416001358",22.33,42.8
"416003627",22.35,58.42
"416002329",20.3,40.83
"416000358",26.98,81.01
"416198500",29.7,99
"416237700",23.95,98.2
"416002274",28.75,103.05
"416126500",57,706
"416000643",24.5,86.64
"416002494",22.93,66.92
"416002506",24.51,65.16
"416001435",23.83,34.67
"416001425",20.2,36.14
"416001255",26.15,95.61
"416120600",56,530
"416002686",25.02,87.17
"416220600",27.06,98
"416001645",22.15,33.2
"416002527",29.88,99
"416002552",24.37,68.41
"416000737",21.29,49.54
"416000411",29.6,97.19
"416125600",53.15,483
"416002051",31.34,156.51
"416004098",22.7,98.66
"416004421",23.9,99.58
"416002859",28.2,97.28
"416218600",29.7,98
"416002625",21.61,48.64
"416004158",22.51,97.14
"416001479",19.72,29
"416199600",25.87,97.52
"416002096",23.95,79.57
"416221800",29.4,99
"416003928",27.85,98
"416679000",53.15,486
"416163900",55,625
"416000796",23.1,42.01
"416003709",28,251.46
"416850000",55.26,733
"416000412",27.05,99.62
"416000783",20.5,42.05
"416003009",22.1,49.61
"416005587",21.03,38.41
"416235500",35.5,199
"416772000",48.95,473
"416098600",29.3,98
"416003735",24.5,61.5
"416003854",25.15,235.51
"416004442",23.92,98.61
"416002825",27.2,79.52
"416000803",22.9,62.79
"416002581",29.88,99
"416004566",23.8,175.33
"416003097",27.6,99
"416005826",39.65,307
"416002682",28.2,97.19
"416004502",23.8,179
"416001052",22.85,60.2
"416127800",27.31,79.56
"416003814",23.92,88.54
"416002298",25.8,79.57
"416631000",52.65,497
"416002261",27,79.13
"416000594",26,95.41
"416004248",34.34,199
"416000247",27.41,64
"416717000",48.95,472
"416863000",54.15,564
"416099800",56.95,707
"416004329",23.8,74.61
"416003688",27.91,99.97
"416001426",23,46.14
"416002116",26.98,98
"416002452",28.93,92.61
"416213800",29.2,98
"416229700",24.62,98
"416243500",37.5,255
"416000806",21.7,48.61
"416075700",23.05,67.5
"416213700",22.45,62.65
"416002747",25.8,79.86
"416003236",22.39,51.59
"416214700",27.45,99
"416005686",32.37,346.8
"416000632",21.5,49.64
"416220900",29.4,98
"416210600",25.6,99.61
"416002222",20.3,40.69
"416003272",22.5,51.52
"416000775",19.64,64.03
"416002121",22.5,53.62
"416004767",18.27,37.84
"416003647",32.6,225
"416002173",23.65,76.61
"416227800",23.92,91.2
"416231600",23.9,95.55
"416002216",24.9,79.52
"416232900",21.36,94
"416002858",28.2,97.55
"416195900",25.55,79.58
"416000237",24.6,73.22
"416367000",55.9,531
"416103900",56.7,708
"416001665",25.23,99
"416003874",22.68,93.16
"416217800",24.39,76.33
"416000381",26.1,77
"416002826",26.8,85.63
"416164600",56,530
"416001033",20.53,49
"416000405",27.02,98.65
"416001355",25.16,95.17
"416004179",23.32,69.5
"416069700",25,76.08
"416003676",22.71,95.08
"416171900",55.7,531
"416233700",33.8,185
"416000598",22.6,61.11
"416002465",26.1,76.69
"416004048",22,49.59
"416005726",41.6,360
"416231500",22.39,95.15
"416001792",22.17,38.04
"416001528",23.14,86.85
"367479170",23.44,87.77
"366928330",21.65,80.53
"367111320",17.07,35.69
"368144000",21.95,62.63
"367359000",25.52,106.31
"367681130",22.21,95.16
"367152680",22.3,117.78
"367396870",29.89,116.59
"366827010",21.95,57.05
"367442640",18.9,36.9
"367137680",24.28,142
"367719270",25.08,98.54
"367645140",23.47,97.97
"367789570",25.37,102.5
"367373170",25.13,136.25
"367045610",25.56,103.83
"367306510",20.73,75.66
"367750990",22.66,86.82
"367449780",25.77,144.73
"367590390",20.12,41.27
"367018980",18.9,41.27
"367639430",23.93,93.11
"368013420",27.75,125
"367733060",21.95,75.1
"367798710",18.96,68
"303114000",23.74,127.52
"367467330",21.92,82
"367732990",25.38,87.65
"367514890",19.25,28.67
"367132820",24.13,101.6
"367711550",17.38,30.95
"367490140",23.17,91.13
"367557620",23.78,78.16
"367556290",23.97,100.77
"367114110",23.26,91.73
"367716130",25.06,84
"367140060",35.3,73.85
"367722830",20.43,51.57
"366135000",24.69,92.68
"368014640",26.12,109
"367003760",23.72,114.5
"367045620",24.48,109.14
"367159690",25.38,121.49
"367485680",19.33,50.37
"367370380",26.62,121.11
"367699410",25.22,104.65
"367638270",21.65,47.19
"369188000",27.06,134
"366721530",20.94,81.79
"367761510",25.38,123.61
"367385940",17.89,52.77
"368017650",20.13,35.98
"367607880",23.87,84.09
"367128430",23.46,79.77
"303174000",28.27,120.68
"367568960",19.2,59.12
"367460990",15.88,34.69
"367755180",23.47,103.83
"366909230",22.56,77.33
"367571490",26.16,124.46
"367445940",24.65,109
"367150430",22.84,107.31
"366937120",29.95,134.22
"367142780",23.78,91.28
"369059000",46.31,114.62
"367442170",22.87,88.48
"368027840",23.76,126.68
"367423310",21.34,57.48
"338081000",21.34,72.31
"367743820",23.99,134.5
"366909880",23.78,73.13
"368070780",20.97,71
"368025960",14.95,25.93
"367151660",20.05,58.69
"367447140",25.68,94.34
"369060000",42.88,99.71
"368063530",21.66,62
"368013310",23.98,81.9
"368026770",20.74,53
"367361970",25.21,143.12
"367604540",25.82,114.72
"367338850",21.05,126.87
"367578510",21.02,84.59
"368113610",19.37,63.11
"366939000",22.87,129.5
"367433150",22.77,109.11
"338502000",52,156.5
"367343000",20.21,65.37
"338077000",37.56,72.31
"367602730",22.64,79.56
"367479450",22.03,75.68
"367330610",21.66,39.04
"367482650",22.56,78.74
"367638280",23.17,89.88
"367602740",23.47,74.53
"367341510",21.95,59.89
"367516940",20.8,96.5
"367363390",24.02,95.16
"367420020",24.24,158
"367439590",22.87,88.48
"368012840",23.48,80
"367492480",21.34,77.33
"367682040",22.56,77.33
"303835000",21.27,90.46
"367161340",24.15,92.11
"367507280",18.9,44.02
"367758020",15.2,32
"367396410",22.22,66.33
"368001140",20.74,35.98
"367140260",22.66,101.5
"367662540",17.98,42
"368059350",25.03,98.18
"367762610",16.7,48
"366981180",16.46,27.04
"368017310",25.99,144.76
"367403980",21.34,29.5
"367131270",22.87,91.53
"367754830",19.06,35.17
"367477330",20.12,57.5
"368492000",20.12,43.48
"367593450",25.3,120.25
"367603420",21.95,75.1
"367707220",24.26,113.05
"368018420",16.77,47
"367776630",21.98,81
"367711290",24.08,69.14
"367577170",20.73,50.5
"367523880",15.2,38.1
"367135280",19.21,116.2
"368012030",20.13,50
"367756070",22.87,70.2
"367602750",23.47,74.53
"367471530",26.94,171.03
"303513000",44.04,130.77
"368086080",20.88,90
"368030050",20.8,85
"367556120",22.45,81.79
"367513810",22.75,115.55
"367497320",14.91,44
"367692620",22.51,126
"368001590",24.95,88
"367756640",23.17,103.5
"367762810",25.87,103.83
"369189000",36.91,119.41
"367358280",22.17,106
"367705430",20.74,35.33
"366920620",17.87,52.77
"367667090",16.72,31.42
"367439730",21.65,56.28
"367780410",22.82,74.5
"367667630",24.9,92.26
"367662660",20.94,100
"367755410",25.61,133.97
"367707290",22.79,107
"368042650",19.21,123.83
"576635000",49.98,499
"576690000",57.06,637
"577290000",55.45,598
"577322000",57.75,618
"577319000",47.32,449
"577289000",50.15,547
"576975000",57.06,430
"576726000",57.06,637
"576848000",45.6,470
"577326000",56.5,703
"577021000",57.31,478
"576649000",53.57,637
"576956000",57.2,729
"576664000",23.8,93.09
"577145000",53,617
"576679000",53.45,498.5
"576811000",46.75,558
"576695000",23.8,93.09
"576696000",23.99,93.09
"576770000",37.5,199
"576638000",49.98,499
"577415000",51.8,390
"577258000",55.52,492.5
"577205000",25.17,76.6
"577257000",55.6,621
"576959000",54.85,705
"576394000",23.85,91.37
"576594000",49.98,514
"576737000",58.7,637.5
"577251000",59.2,680
"577146000",56,660
"576636000",49.98,499
"577416000",51.8,390
"576596000",50,576
"576847000",50.58,526.5
"577224000",23.44,96
"576736000",50.44,637
"576682000",57.06,637
"576237000",23.8,86
"577309000",54.19,520.58
"576699000",55.1,582
"576754000",23.99,93.09
"577246000",52.25,572
"576383000",23.8,91.37
"577245000",50.03,538
"576608000",49.98,499
"576987000",23.99,93.09
"576753000",24.01,93.09
"576678000",49.98,498.5
"576694000",23.98,93.05
"576595000",49.98,514
"576609000",49.98,499
"577259000",52.72,577
"576890000",46.76,558
"577428000",36.6,225
"576850000",52.17,498
"576877000",44.99,492
"576660000",23.56,93.09
"577222000",23.8,96
"576843000",50.8,625
"577308000",53.16,598
"576633000",49.98,499
