"season","mmsi","xcg","ycg"
"Winter",412205520,190.378959624761,4.233494644641
"Winter",412440045,239.787915198839,0.367650578529704
"Winter",416002568,157.147980763442,12.7769906376061
"Winter",416004582,160.112176836923,-10.3640437626418
"Winter",416076700,150.906188382772,5.99562916028019
"Winter",412002127,155.204560345413,24.5592248582794
"Winter",412371192,202.80542370311,-3.69785792432596
"Winter",412421077,172.901327840279,2.0889454919981
"Winter",416002494,136.229628216349,8.21370943462279
"Winter",416003984,157.112562234028,-6.26450337941201
"Winter",416236200,141.097110107015,3.09619120095125
"Winter",440574000,192.574226745737,-1.42546851991918
"Winter",440648000,183.829677520573,-3.09996271816621
"Winter",440704000,186.881619692754,0.637430824361921
"Winter",440733000,182.278920787759,2.92788358174006
"Winter",440772000,221.564017442285,-5.66565550411987
"Winter",440807000,187.552432020799,-3.31249963621548
"Winter",440820000,178.650259721903,-2.67661354440891
"Winter",440885000,182.791795335797,4.42600509748949
"Winter",412440806,252.620939289594,0.0384674167234427
"Winter",416163900,218.825239438869,-5.37676418132936
"Winter",576594000,169.895912914961,13.8747459969843
"Winter",577322000,225.837180947286,-7.75530213483114
"Winter",412205130,195.102470328214,5.95865486927999
"Winter",412371191,199.629600579421,-4.42282372776709
"Winter",412421134,204.595794372021,0.795329304208096
"Winter",412460286,155.05981093655,5.81031223043964
"Winter",412465078,147.119476728131,6.76269084195328
"Winter",412695770,186.509815509294,6.84760533618177
"Winter",412699520,169.648061793362,4.83475312179788
"Winter",412699540,167.629366366747,6.53962742364719
"Winter",416000737,135.294615010142,5.33219756592292
"Winter",416002415,138.319558420561,6.94781914798766
"Winter",416002751,147.169707558476,2.88440657841203
"Winter",416097500,194.940928010513,2.44435858990798
"Winter",416199500,149.487356554652,14.8852290332456
"Winter",416211600,146.684389278911,8.46587781581787
"Winter",416231500,162.43141858768,12.1729250144384
"Winter",416247500,147.328649579705,2.83938101174132
"Winter",431206000,160.07358452554,4.7139323693673
"Winter",431500530,183.622688935002,0.574389182676217
"Winter",441098000,204.418349065691,0.230805848178527
"Winter",441584000,180.391311275309,-0.634492606431054
"Winter",416003073,162.876947935225,-6.2021087152775
"Winter",441811000,184.21705923942,-0.513144870810868
"Winter",567872000,219.228623291106,-6.47429097841086
"Winter",412200079,202.345019928778,-0.464885007613582
"Winter",412658750,168.065731918579,6.94741169818584
"Winter",416000285,142.371294387503,3.21942887837171
"Winter",416000415,136.340777165517,11.2624657884173
"Winter",416000631,141.413060616132,2.94327831903446
"Winter",416001245,153.733739516341,3.77571693181391
"Winter",416001965,149.970220532319,12.0516161348983
"Winter",416217900,171.838793321345,-12.5277375768211
"Winter",416220600,161.158145861489,2.04345199208055
"Winter",416226600,147.49561521624,4.21251874589186
"Winter",431602240,155.787944150618,-2.14470376887747
"Winter",440773000,190.12423790674,-1.08570086007808
"Winter",440931000,189.082658936696,2.87074823403671
"Winter",440941000,174.813527274153,-0.0289836080574111
"Winter",538060012,169.519953041082,4.95528470601468
"Winter",412460029,228.585133273965,-7.28640848926673
"Winter",413404430,184.005985347493,3.77020192806253
"Winter",416002596,172.808174051994,-2.57062462868498
"Winter",416004214,176.031112848244,-4.06957618445123
"Winter",416004583,161.597689357068,-7.13721717312876
"Winter",416005370,213.597688916339,0.599167708600093
"Winter",416120500,215.685496878289,-4.15463051389928
"Winter",416164600,215.15685857398,-5.20399799199015
"Winter",416222700,151.167723351396,-0.772655307550356
"Winter",416503000,223.436206103847,-6.99917726304594
"Winter",441072000,195.460787696695,-1.82847874908015
"Winter",200016052,137.69809193711,6.91439276223577
"Winter",200021422,140.134062551664,3.59670271426765
"Winter",412420436,192.247096563036,-6.96048325747026
"Winter",412446789,239.834261333685,3.79477629151292
"Winter",412460288,150.872226678078,5.38586355300159
"Winter",412467334,159.834562934987,7.35581038372165
"Winter",412468637,159.377048232918,7.18136233000812
"Winter",412699450,166.992857797464,9.34117152894455
"Winter",412699560,168.052123468296,6.79576312472861
"Winter",412699570,168.503400693082,6.56714281240867
"Winter",412993000,196.286521030527,0.399847990973485
"Winter",416000477,145.626551174895,3.07719647544962
"Winter",416000776,134.073361052802,5.45558829861672
"Winter",416000855,147.022076397714,2.92229737766287
"Winter",416002109,134.495505680346,6.37380934759279
"Winter",416002141,139.71463186947,3.55826365776443
"Winter",416002174,150.774811501136,30.0260164508099
"Winter",416002803,137.767383129141,5.79674094088907
"Winter",416002888,134.571707756409,6.75553665326322
"Winter",416002981,145.681850800668,3.0294041806665
"Winter",416003149,139.340004591244,4.22395144084047
"Winter",416003483,149.671835566232,2.4227034058432
"Winter",416003505,134.41249376203,4.72222499465317
"Winter",416004687,151.63614014229,1.16784187009799
"Winter",416199600,159.892609607741,3.36032243468782
"Winter",416221800,192.429675117438,2.90007043732615
"Winter",416298180,167.959630638981,7.20553742519446
"Winter",440504000,199.825328472489,2.26916835699797
"Winter",440703000,183.867496520433,-1.64283248539368
"Winter",440765000,182.992072004215,-0.623364593389418
"Winter",510038000,166.150022374368,4.88149639772676
"Winter",577257000,202.368899993166,-0.828734550539646
"Winter",412328728,187.46597026497,-6.98415788753592
"Winter",416003874,160.703222793485,-8.13276708031209
"Winter",416004375,162.128794276666,-4.49105194082655
"Winter",416231600,162.079454583817,-6.5166859509476
"Winter",440770000,178.557251792387,1.60966279880567
"Winter",577245000,214.855867597399,-5.91410300376958
"Winter",200021441,135.525125987064,5.45170330542439
"Winter",412420433,197.2325968027,-7.07488888480471
"Winter",412460074,149.412476231172,4.64479115479115
"Winter",412460283,149.184925165827,6.27135275686139
"Winter",412674190,186.90466828683,8.80921467929171
"Winter",412679210,199.759226086553,-0.364345441342336
"Winter",412679230,197.847491546707,0.590243795375763
"Winter",412695630,198.215353588973,-1.26696128578924
"Winter",412698170,168.153293926264,6.43318404346202
"Winter",416000947,134.399296073413,5.58506628853381
"Winter",431680230,132.037247401005,4.74684908305105
"Winter",440620000,183.13251147633,-3.019089390428
"Winter",440641000,181.635933772952,-1.27405678730812
"Winter",440647000,180.205737325983,-0.16809863577684
"Winter",440986000,191.454931727374,2.51034386489054
"Winter",441201562,188.326603270924,6.1668807814697
"Winter",412200417,215.086366101436,-0.413960051940116
"Winter",412331029,202.136605390796,0.695775945055352
"Winter",412331499,176.69366297366,-6.28440358667069
