"mmsi","alb_cc","bet_cc","other_cc","swo_cc","yft_cc"
"100902573",0.259792478731306,0.254497657222191,0.126341439964319,0.0318213651979175,0.327547058884267
"12000001",0.0418933753581432,0.20000855598488,0.114766782121875,0.0184434833451712,0.624887803189931
"200000216",0.0553741739814966,0.0230665934463648,0.731082937629854,0.0109435553979243,0.17953273954436
"200004544",0.668048347145418,0.0470619813709762,0.130139127220339,0.013852978611359,0.140897565651907
"200008650",0.616066758542972,0.1240536959654,0.109315423433687,0.0498988163790528,0.100665305678888
"200012314",0.00103161562125499,0.00599201887794813,0.916964208497548,0.0147700176671897,0.0612421393360596
"200015925",0.185630511210168,0.0264283295241131,0.443632214981096,0.024702926758841,0.319606017525782
"200016052",0.0235801870455533,0.281417777312083,0.28309055204727,0.0325090496003215,0.379402433994772
"200016065",0.00103161562125499,0.00599201887794813,0.916964208497548,0.0147700176671897,0.0612421393360596
"200016069",0.00103161562125499,0.00599201887794813,0.916964208497548,0.0147700176671897,0.0612421393360596
"200020753",0.00103161562125499,0.00599201887794813,0.916964208497548,0.0147700176671897,0.0612421393360596
"200020783",0.00103161562125499,0.00599201887794813,0.916964208497548,0.0147700176671897,0.0612421393360596
"200020789",0.00103161562125499,0.00599201887794813,0.916964208497548,0.0147700176671897,0.0612421393360596
"200021400",0.0480630124338592,0.0845650319779647,0.21423164205242,0.540552050313793,0.112588263221963
"200021405",0.0456533136632716,0.158411177147643,0.422280392105667,0.0245651634546364,0.349089953628782
"200021422",0.0118770488731637,0.188872890145737,0.291338056657026,0.0414608543102741,0.466451150013799
"200021441",0.00320753293551241,0.300664973187651,0.167957903905668,0.019379962070358,0.508789627900811
"200023344",0.125018379859869,0.0120494563674257,0.654142647992436,0.0247103170700215,0.184079198710248
"200023437",0.125178262653105,0.0615656338607864,0.486053771325105,0.10617588967699,0.221026442484013
"200023459",0.0728498962508178,0.179867163886723,0.372000861132792,0.043239696154745,0.332042382574922
"200023583",0.00103161562125499,0.00599201887794813,0.916964208497548,0.0147700176671897,0.0612421393360596
"200023608",0.00103161562125499,0.00599201887794813,0.916964208497548,0.0147700176671897,0.0612421393360596
"200033044",0.0972055286491376,0.0697936676825379,0.527791252462449,0.153625682313345,0.151583868892531
"200041771",0.00103161562125499,0.00599201887794813,0.916964208497548,0.0147700176671897,0.0612421393360596
"200042058",0.693321426534689,0.0301050247549315,0.113485220118147,0.0128884171022087,0.150199911490024
"200042240",0.00103161562125499,0.00599201887794813,0.916964208497548,0.0147700176671897,0.0612421393360596
"200601254",0.00103161562125499,0.00599201887794813,0.916964208497548,0.0147700176671897,0.0612421393360596
"200995958",0.00103161562125499,0.00599201887794813,0.916964208497548,0.0147700176671897,0.0612421393360596
"201601318",0.00103161562125499,0.00599201887794813,0.916964208497548,0.0147700176671897,0.0612421393360596
