"mmsi","Distance_A","Distance_B"
412440031,2017780.37497464,231841.115045419
412440032,378157.636761949,45216.2007781465
412440035,1177054.8979733,1134310.39624172
412440038,1571152.82045182,558172.01164522
412440045,1311543.3826782,904902.408198157
412440046,1241390.11016721,604384.929826649
412440233,2225862.98721819,1108926.46888815
412440235,1925249.82557243,810395.80508594
412440236,2761116.77686147,978902.259420723
412440552,1145068.63576591,590567.848417023
412440563,4736766.34115902,1647965.38864667
412440564,3653238.34156022,791027.539679809
412440579,1904125.83819376,846418.377158575
412440801,1244055.80835403,675243.864778714
412440802,561075.796917535,534070.81112315
412440805,1036580.33160634,722162.882372972
412446783,1024033.2721727,675796.162518812
412460003,4692845.39853985,614919.867787039
412460004,636793.818975272,524016.09868534
412460005,5494837.54263935,556897.684289615
412460006,5187027.67033259,417630.310822027
412460007,5137804.07093559,561638.645896948
412460009,4737747.80276619,413932.152179636
412460013,2435297.28662098,522410.018510934
412460029,3450061.26978879,619815.363633811
412460043,3088167.67210423,534504.571274675
412460052,4750298.0508702,563051.563282876
412460053,4743888.64346368,555280.655173919
412460066,2133570.25361665,359216.6108086
412460073,1062203.87371188,512772.710227404
412460074,5222910.19475352,313566.288469168
412460075,736927.988652361,574556.24817572
412460083,3504457.73749036,467634.108110929
412460085,10788.6358158142,7331.64217473031
412460089,55951.6787055401,7386.85405247642
412460111,1172987.05866768,357095.947044156
412460112,642672.148159983,438261.576362139
412460113,4746480.13167475,447187.164376006
412460114,15942.4102521497,5340.66147080263
412460115,1038095.56634598,365046.765021572
412460116,3960267.3337068,491019.789651879
412460278,1406905.68116708,694607.402725654
412460282,1216962.40347125,453066.867750057
412460283,1134057.48213301,483828.430681528
412460284,1462036.24095341,303294.569096329
412460285,1157850.40434328,539780.000016741
412460286,1082593.18969802,561460.692591466
412460287,1260503.54503811,535451.327320244
412460288,1251212.44146998,455918.347619061
412460289,1046596.49597577,309182.54245576
412460296,309287.915182834,238443.858545994
412460299,1411743.39628579,460767.379340566
412463901,3550930.22906532,1065225.22071543
412463903,3280416.65557833,1070217.1794161
412463904,1400174.261749,241625.456836576
412463905,2347142.3596273,1251015.63478788
412464117,662917.170993695,434676.655693427
412464153,584804.482490676,379131.466002389
412465075,640488.300160951,479314.59286094
412465076,519045.051736107,397311.420075239
412465078,913506.392868367,581364.898657501
412467334,667746.100432024,439223.74031098
412468636,571293.103712769,443293.941962394
412470420,505182.477384151,319913.289227057
412474535,80431.8697925188,59272.3573423974
412482984,35511.8292839687,14862.0332391483
412500156,961018.388772235,483645.811216898
412500157,974241.291001465,553604.751251551
412500244,935913.686290621,335596.066857108
412500245,1214176.0955709,438991.678202253
412549002,5574114.96045717,13637.2145692272
412549003,3702708.97598271,8105.56221921133
412549004,0,0
412549005,5261395.82852123,10479.3016322906
412549006,1703734.69653603,115657.214446951
412549007,19523.8510795242,16116.9887269262
412549008,17571.8809011173,10494.3959307862
412549009,5383859.67255804,13420.0471352553
412549011,14663.407601998,9974.36121591364
412658750,782663.294917711,330424.377780779
412658760,406845.295822223,287724.687052645
412674190,3087024.6868739,770132.937718595
412676430,612699.057783385,264971.362000828
412676580,5231676.17777066,1748470.23947671
412677470,737144.303074378,554942.803212242
412678036,1540189.81092827,1244683.99169751
412678050,1213129.29130848,986062.139039061
412679030,570347.442346711,301964.534124004
412679040,509471.899027264,306621.706432626
412679050,552026.079753151,327137.338735006
412679210,2757804.76918434,776972.80495747
412679230,3462915.53876927,1057651.11536527
412679240,2825356.69130965,594115.977827193
412685210,3200320.42503873,905545.13446267
412685220,2308754.77352096,503206.336293611
412687090,105856.793024709,56029.7191121438
412687110,477821.29773531,262523.943669137
412687120,325020.880483047,225219.384074606
412687140,452125.38659984,240714.00712103
412687150,406164.846090155,307928.422505218
412687160,547204.214488875,278785.942808108
412687180,226733.773362834,138887.359741713
412689320,1198957.15999817,350008.763208171
412689520,992690.949069138,347176.82827615
412689530,552006.497430146,177733.274228434
412690470,1794624.45115344,848690.439784973
412690480,2163020.54219701,436526.582685928
412691290,1621885.84958415,555928.800801826
412691520,1331162.80763959,346578.518559576
412691530,1414215.93717849,254380.362195778
412691540,832973.068262975,427159.356982539
412691550,757572.389348793,368353.398532766
412691770,5375741.63182508,2050284.06778595
412693340,373794.072404801,56883.6588984291
412694560,390405.613008967,119328.869987857
412694580,542878.959386395,396521.821479356
412694590,311321.110628987,237674.074151838
412694610,647284.725697979,398614.03521596
412694640,3660353.57075517,605796.191132936
412694830,3122230.46547326,598683.606947189
412694840,2777345.91983702,465975.686848975
412695120,2249138.45754022,525486.481172573
412695170,510488.80251767,403629.744110102
412695430,3462045.78844216,649951.196084727
412695550,4227898.69885449,2678992.9401272
412695560,1903087.47987476,515928.484471199
412695580,2315086.21450417,841746.418774435
412695590,2081866.03601096,778613.020472733
412695620,3265654.21593609,611851.422246158
412695630,3022059.42524727,907868.505562473
412695640,1394503.69919223,62467.8214782375
412695650,2756773.39705169,715584.81871669
412695660,3510121.57577145,0
412695670,2671629.76786549,24918.4460402935
412695680,0,0
412695690,30027.4255942958,5637.74592293285
412695710,2403765.44615667,17321.7061985175
412695760,3223541.36285728,610990.923178553
412695770,1896607.48959118,651635.868394569
412696740,2928937.45874256,860379.735448006
412698170,716365.727374412,350556.226119634
412699440,473928.259312614,424143.62868622
412699450,1808030.52243664,569946.793451565
412699460,707468.145430154,386901.896087533
412699470,1693538.13485861,586206.362858291
412699520,443849.737101203,358440.032449864
412699530,577692.241858194,488741.697872003
412699540,496083.942178048,398664.447183899
412699550,537465.05960451,453163.380980206
412699560,588640.263033155,525632.507107381
412699570,518430.202531137,399844.17299162
412699950,852698.426450683,573513.085940161
412985000,3523883.84522251,565668.83477394
412989000,0,0
412993000,3774536.81602033,536759.353290156
412996000,3546216.93638212,815692.850874316
413011000,2959085.26093273,483726.955946659
413155255,937698.73476106,53603.9385903045
413204940,971025.892637968,551791.206463643
413204950,794876.220217428,447161.744512112
413226868,1734301.5821,125098.329214928
413300480,3163543.82161936,649961.469628747
413321670,701268.21305231,324372.098742135
413322610,1915809.36443491,531519.775915769
413322620,612766.854198227,330748.016613809
413322680,1132412.87071464,823524.58944374
413322690,572771.565974088,356161.226705877
413322760,474198.656152745,332062.3620727
413322770,474755.294086901,357235.307824825
413328727,911672.645659785,253861.068825526
413340000,802585.986440712,375850.000317254
413341000,537326.048644624,214311.247947073
413342000,556643.195955865,283021.74395377
413343000,672685.316912181,309382.448907464
413344000,747626.129241141,281336.323593447
413345000,605596.180835314,295355.665150343
413404430,5599179.01523835,439472.982869217
413462010,1671608.90889059,659923.895435916
413501950,0,0
413691210,1682921.40852762,1333903.9903038
413693270,1248050.49845109,614066.311958793
413878864,160086.76655649,97968.9701293858
416000013,1370442.27322203,1124549.50072786
416000029,8007354.14696805,244175.170706555
416000129,372761.81360556,219386.918782794
416000137,2897718.38992849,759138.712700351
416000139,2507995.89863093,654150.814209684
416000141,2351589.61802251,1236996.16027056
416000143,1446256.1375239,695252.961772649
416000144,1921738.00339491,486071.490758317
416000146,1849055.7239185,1571750.85058484
416000159,1205413.50409457,350796.321661234
416000179,4085473.77700263,1353759.98664417
416000196,1688434.99902334,597210.589405366
416000199,1925699.80367435,722496.085136299
416000201,678394.436539745,174795.10005373
416000211,1447278.33333674,247927.213412865
416000212,1332802.11995325,560210.278558007
416000221,685487.531602397,232798.200541858
416000222,153658.276506104,82179.117374849
416000228,1473067.58035039,615391.979362333
416000234,1406575.58259591,210807.425276626
416000235,576482.87890723,387223.373633805
416000236,2966625.84320405,1051920.92035747
416000237,1251998.30713896,537968.450756252
416000238,2750308.59503496,952136.978252042
416000246,904417.490663978,290315.947857123
416000247,2648575.29050983,1279984.03170656
416000257,1206819.173656,573964.177052006
416000265,701340.317621215,245867.788621807
416000275,1599780.11938553,440581.490682295
416000285,2052977.95877863,296554.120441018
416000292,2246538.06502221,1517773.6958793
416000293,2201098.67103133,583096.58654243
416000299,1826681.8006249,938302.483938128
416000301,5447458.87723786,678294.917606184
416000344,2054422.84857324,233679.532007321
416000347,33879.5237912477,12159.8414528773
416000358,2763347.58070153,1283368.633415
416000361,1694060.79814059,445945.128953061
416000368,450286.845762065,192635.332285145
416000381,2438557.49495568,289351.758234584
416000384,1764530.73054501,315518.15461052
416000385,906723.545110791,259368.160382057
416000392,1669841.53975867,418976.008733998
416000398,106275.685164795,30273.7516257429
416000402,1725503.43623586,703944.501814124
416000405,1557741.40437028,1100278.34258935
416000411,3721465.09580726,1031627.17465312
416000412,2297027.25296099,988305.010770965
416000415,1331517.71378925,126442.572560653
416000445,247361.587452842,153529.984251577
416000461,1665593.91492912,1312853.84848704
416000462,986157.667243411,602934.542560412
416000469,0,0
416000476,3147145.31183549,466350.751485338
416000477,1094333.47519364,170509.374734477
416000478,120892.244374118,73949.2848397166
416000487,79366.7056786699,37610.3147410668
416000499,1290207.21528266,290772.311824342
416000502,2648338.25638967,1670879.26907319
416000514,1107139.18525003,584089.316215504
416000521,197438.998441484,104668.173050827
416000586,707175.536012768,99259.2292314727
416000594,3771161.79168569,977115.831061863
416000598,1756542.77593702,167337.762257059
416000627,1568988.54934174,927537.733394131
416000631,131428.243028994,93342.7750697866
416000632,481565.438685411,106140.426406453
416000636,379349.909005964,126408.161482124
416000639,71477.5506379418,21974.613113658
416000643,1709948.37192692,299563.614828987
416000662,1053620.69802749,206838.67364321
416000667,179436.186267866,98451.3533893968
416000702,1267661.16894075,168013.499675896
416000737,511070.17367433,194543.69473116
416000738,75807.6533981899,61630.7677654251
416000754,1463579.58802459,464547.841735872
416000775,392876.557502197,222547.946174677
416000776,468384.459196679,304428.645272517
416000783,673485.031424952,285945.770971193
416000784,2450415.28396177,1587922.99629011
416000791,13838.0411021862,8647.26020584857
416000796,134659.404077195,18086.5567157463
416000803,2056328.02346089,806108.395256241
416000807,56173.8624806635,11514.3248990698
416000817,412139.5930532,176790.18840282
416000831,1249113.7453391,1090202.9740248
416000832,1792530.85689163,584902.352607979
416000833,1771445.77644787,943318.68933634
416000836,1820644.03084156,581823.585399947
416000846,156405.478709187,66356.6030241981
416000853,303091.817520208,173059.167674518
416000855,1252083.62841482,239423.503583129
416000934,524638.58602078,59568.7917713016
416000947,448983.241526246,309573.515030583
416000948,51057.7446381842,14352.4083186994
416000961,235120.466048616,14235.2502584833
416000964,244920.633643585,59347.5930686936
416000974,587443.008101111,445675.298054377
416000978,1412533.80228038,352284.212526696
416000985,699393.756176154,179635.403655018
416000993,2438409.64501546,844187.121906132
416001007,1300184.25953491,226175.106127118
416001008,2016410.24426124,508105.01451617
416001013,59868.9040344958,33617.1621000613
416001021,73629.1417292169,41919.8271364991
416001033,504816.037291253,270053.966410366
416001037,591205.582599337,78200.1953711946
416001047,3169632.4738799,915090.739072506
416001052,2217419.91184519,515021.515219018
416001054,2182519.07225046,445207.494349855
416001159,132979.676401861,51698.6202854904
416001225,1497927.30917172,691334.131655514
416001228,1522932.16040177,332135.427519694
416001233,1344466.97691584,450000.665315731
416001241,134075.078434998,46468.3818525059
416001245,1488480.88745128,789813.63557004
416001249,1157773.48637215,956679.470372968
416001251,31979.3767038043,16228.872532496
416001252,1609846.0367149,849971.006814269
416001255,2587658.59004707,880491.627941756
416001344,2234027.84449469,1299697.19888129
416001355,1590940.63524117,1064293.17060706
416001358,18498.5091515253,17946.9113717137
416001414,1940032.62337599,933369.296377632
416001415,88359.3474431564,10970.6825709852
416001421,97618.6245424564,52348.9772600528
416001425,56233.4705939613,24912.4207642609
416001426,28308.6290204525,21045.4909175621
416001438,65708.3006903125,17766.6434671835
416001447,1591556.6904594,742697.020171365
416001451,171652.917180051,101047.672840917
416001461,1933102.3772419,554072.606320995
416001471,766800.4151212,407830.606782568
416001476,357326.52825492,60291.6417460397
416001479,84958.0096207465,18092.2546638001
416001491,1315430.53864177,244856.076123821
416001519,1567108.04881615,1022864.73718856
416001521,42494.3796357978,25571.1657154449
416001528,106085.399503777,81792.4961811478
416001544,118463.019070354,22499.40595526
416001547,134399.233469563,98536.2830359279
416001549,28883.9480389881,22660.2412812753
416001567,1603832.41429633,270075.169731249
