"mmsi","alb_cc","bet_cc","other_cc","swo_cc","yft_cc"
"12000001",0.010365743716277,0.273033449657565,0.282754245806645,0.177186588959542,0.256659971859971
"150443127",0,0.024837046529963,0.657857012087244,0.070456111584997,0.246849829797795
"200000216",0.0175920747317752,0.212291104982659,0.202904585579058,0.0326715237439167,0.53454071096259
"200005873",0.00171266037279109,0.00517429193899782,0.843137254901961,0.0153534253207456,0.134622367465505
"200008650",0.321413571311218,0.3070330719224,0.119852665402789,0.0143326466378868,0.237368044725706
"200012314",0.0109907210213812,0.00589183863308119,0.735547477417933,0.0223054855178304,0.225264477409774
"200016052",0.0304699446093361,0.351392038743952,0.207607401153539,0.0260495180604123,0.38448109743276
"200016069",0.0109907210213812,0.00589183863308119,0.735547477417933,0.0223054855178304,0.225264477409774
"200020753",0.0202687816699714,0.00660938532716457,0.627957699933906,0.0292575457149152,0.315906587354043
"200020783",0.0109907210213812,0.00589183863308119,0.735547477417933,0.0223054855178304,0.225264477409774
"200021400",0.0693901784150661,0.0303817265751677,0.654178962943273,0.146490493185686,0.0995586388808081
"200021405",0.0313399090376151,0.235172426042914,0.24998064952149,0.0654733524328525,0.418033662965129
"200021416",0.149755396633575,0.198249467751686,0.180660505585972,0.0449786656136642,0.426355964415104
"200021422",0.0201151395298127,0.278467890014589,0.196213515929113,0.0602257301558584,0.444977724370627
"200021441",0.000761319881950355,0.297795535708954,0.181220584784941,0.0317343042680355,0.48848825535612
"200023344",0.0596779160054096,0.0290292905733041,0.635108381938942,0.0351087643405307,0.241075647141814
"200023437",0.0569001194862908,0.12314816133272,0.445534030338516,0.0372935356796369,0.337124153162836
"200023459",0.0398196495419487,0.193239657712973,0.298490257051132,0.0554266658970112,0.413023769796935
"200023608",0.0109907210213812,0.00589183863308119,0.735547477417933,0.0223054855178304,0.225264477409774
"200995958",0.0109907210213812,0.00589183863308119,0.735547477417933,0.0223054855178304,0.225264477409774
"201601251",0.164239725956134,0.0242056192731834,0.407567990199846,0.0341304824317756,0.369856182139062
"201601318",0.0202687816699714,0.00660938532716457,0.627957699933906,0.0292575457149152,0.315906587354043
"201601321",0.0142025943877889,0.212553690380229,0.185996836498236,0.0418017618058039,0.545445116927942
"201601542",0.0432188435088333,0.168217385859619,0.367499774383498,0.0553006962263063,0.365763300021744
"201601665",0.0245322927333014,0.210113466920261,0.270029505397192,0.0556340042140741,0.439690730735171
"201700001",0.0109907210213812,0.00589183863308119,0.735547477417933,0.0223054855178304,0.225264477409774
"201706140",0.0668387565203603,0.146273773715183,0.374836482783123,0.0409811446561537,0.371069842325179
"201707002",0.0816210116579134,0.11695611730156,0.385835011631321,0.0409870713846979,0.374600788024508
