"mmsi","Distance_A","Distance_B"
412209187,3081789.06945715,727969.674359112
412209188,2285708.53206423,583932.940829366
412209233,900053.164563892,707130.068300372
412209234,1129277.08869333,768753.47692753
412270001,2702695.67771803,705085.629512754
412270059,3566382.37071859,578442.19498876
412300365,978931.072088151,427222.923319268
412302021,3817789.7678163,621149.515597808
412320023,663286.180819312,513542.340505425
412320024,822285.880856524,409793.540161271
412320026,751470.021641589,504446.568026285
412321680,1086128.33779209,838908.157715097
412322630,2195367.34422593,481630.22511021
412326798,5175496.62689304,858314.339260039
412326799,4386519.30748915,702953.212195487
412326859,0,0
412326873,861740.979596121,519226.852542998
412326875,1518932.23544847,273979.929257071
412326876,1508969.2444281,948729.776601105
412326881,1035232.95425315,699218.239863536
412326893,630976.320473742,416358.330145044
412326894,806523.738887832,541866.337960619
412326895,828015.205658057,507799.280538213
412326901,1020741.57134808,352578.205932024
412326902,689846.655987988,468762.244464591
412326903,1050921.99841002,366820.7075203
412326904,858371.306000733,501167.647182103
412326905,794200.216097535,626825.790085586
412326906,664982.205462157,550379.798781944
412326971,4881928.22098935,1017737.64083998
412328714,3472716.67737461,641756.185827229
412328724,2282499.21322352,1178773.56171192
412328725,2564004.85021035,789624.437055516
412328726,2978330.21224994,758757.111607921
412328728,2474878.91185859,1625977.27344201
412328755,842421.818292975,591316.409299138
412328756,768858.280222349,646544.167323221
412328757,1068955.02188125,532585.77230359
412328758,808469.581201668,616642.098450611
412328761,1022967.45989714,477770.068678121
412328793,2469717.21121599,1498632.77477218
412328795,6637045.58363918,1352201.71292133
412328796,2126546.25352699,907091.61057745
412329402,114893.016369343,33663.2787000865
412329403,10634.7677963794,0
412329406,1114674.10710047,12234.4337145296
412329408,1531897.37201152,71623.700935371
412329409,46807.7885153333,10928.1779757285
412329411,154193.273558786,61927.9913525295
412329416,997019.121283708,725874.738841672
412329417,2113118.03308308,934296.848786094
412329418,1815608.21356365,609440.47779036
412329422,712772.466905216,378038.214080289
412329423,2140667.83386767,1884395.0641459
412329425,1368744.47895027,867751.606403842
412329426,907034.723157778,863232.579355217
412329428,1695274.20490009,1363315.10415137
412329459,824119.287697963,549685.771952302
412329461,1004136.41246273,604007.99904746
412329557,3671850.1088076,1285825.01716261
412329588,3516237.07510151,1143017.91101499
412330102,4547249.21682062,1320744.25063229
412330103,2794565.70116829,734258.988362772
412330104,1895568.49581929,898029.663323289
412330105,3921414.48363151,1861464.05915147
412331009,2329444.27639334,1372044.27392596
412331011,3265823.43444634,1542557.85809557
412331012,3702891.81037921,1328463.82093898
412331013,3060112.02039168,1177796.13543355
412331026,1642104.81472293,793990.217519517
412331027,2923837.71497194,708182.582559124
412331028,2086816.51636643,383026.422554286
412331029,3572275.19505141,751506.494686501
412331031,3653778.39728023,919331.179272316
412331032,3447449.61595194,986680.205677335
412331033,3745364.09287118,681019.484765331
412331063,1915446.50082818,1640489.03547357
412331064,2912022.3666766,1821306.10270377
412331071,2499924.55952148,765.728256305693
412331099,537376.697335471,319260.91372317
412331101,690803.001124665,390540.233139258
412331102,678858.508017471,535355.641382316
412331103,827170.251659203,453772.547844683
412331104,589160.573957188,384666.710854663
412331105,550120.368935801,371552.230096226
412354264,2202843.62586432,645.209526480646
412354265,2113753.27367811,1781.63431671091
412354266,2538113.51239119,1721.1524560193
412354267,1959566.88899761,447.139386929447
412371191,1683502.73469486,740681.637164757
412371192,2834009.77605078,528867.323325365
412371197,966855.593703239,570397.393676658
412371198,833499.249371675,582296.141811064
412371206,2592640.24653963,658492.472032743
412371207,2599475.45177175,400248.178722693
412371208,2593271.35290439,388846.428809991
412400154,1723464.78700425,1361018.3801813
412420195,4313309.07909006,2430743.65113742
412420236,4495434.31686931,1099549.75200372
412420237,3886338.93289196,1246766.24030808
412420238,4589417.40521809,1239085.22265227
412420239,3162505.54213419,172528.285973481
412420433,813863.496499978,344439.374600098
412420434,4663245.84684864,356589.585331388
412420435,934490.607660992,327038.511545301
412420436,3883298.99734233,501251.436095876
412420582,2021219.47549897,1404498.47105539
412420583,2155858.77711607,1572243.76228221
412420585,1917675.64981709,1424974.39746464
412420792,2175278.37439998,1407702.76591008
412420793,1503666.92945321,1244873.75999121
412420794,2591604.35231858,356766.094259443
412420795,2764536.14602372,398392.207385306
412420796,2072235.77639014,1222565.69114686
412420811,4185873.29985606,1902321.96920797
412420812,5111910.45873201,2037861.03960353
412420813,4504846.47694854,1820460.95323118
412420814,3698279.44012743,1965943.69079018
412420817,3250507.56713411,682398.310469624
412420818,3116278.36262377,1397668.12890892
412420819,5284840.67851963,1743831.17247407
412420846,3946139.30723504,488888.134802177
412420847,6952769.60136172,916088.756564536
412420848,4004571.6598442,516217.592052854
412420849,1724956.10113402,542586.815826716
412420851,5915938.19997669,609740.020244031
412420852,5275436.38344802,1318041.20254414
412420863,221437.679726167,107204.838892938
412420864,1102388.36709951,121870.772588751
412420865,2152889.52043405,371592.654753662
412420867,1040055.72351447,140179.98728976
412420875,6557807.96574036,1333285.51885664
412420876,2843817.33777374,573515.776564616
412420877,6743608.56656184,1369039.20683375
412420892,4336332.11444219,368228.724203609
412420893,510977.407177367,158937.720705203
412420896,1575946.56225,1064309.02752066
412420901,1711661.46444729,1597530.26302557
412420902,1634233.98533917,1564859.03594987
412420903,1682514.50339644,1545187.35174874
412420905,2153300.83164339,1356484.33128002
412420906,1703119.59611685,1453982.99435801
412420911,2959166.53674233,700120.71770502
412420913,3118201.54465811,417108.133307026
412420914,2455114.62694398,1335172.96804614
412420915,2652973.3091345,1358627.49267753
412420939,6489339.99079139,926372.978415907
412420944,4914198.71635857,966955.678457709
412420946,2238887.18865485,1378530.88939193
412420985,1757102.83178002,620771.086546068
412421023,2405866.97691506,933732.801746265
412421025,2125594.80441438,348333.3551007
412421026,2381718.30814666,951617.579679759
412421077,631551.586739981,289547.635039728
412421081,574573.377709288,298610.157792909
412421094,4157421.508327,1086037.98221446
412421095,1557539.50059435,569426.438566152
412421098,1624781.25508764,274080.844899311
412440009,1657134.74751994,449505.559926303
412440011,923452.196408184,271751.641159255
412440029,2286515.74699584,1098161.16483593
412440031,2065383.8820121,1359340.46657964
412440032,1619067.69237952,572551.583749309
412440035,1956750.19405565,527956.187746981
412440038,1932220.98406663,596155.020027855
412440044,925853.768656391,99692.7487848414
412440045,1178872.34454,431613.099904344
412440046,1498614.46560527,524148.416099702
412440047,1600474.55902569,512538.099676083
412440234,3378324.20277327,878827.975359634
412440235,310463.320160846,24579.3937200704
412440237,1412188.96586268,81820.9674385283
412440238,2102515.9671079,814345.278103441
412440549,1451849.54615261,372534.972545927
412440551,1061730.11524497,433554.810153626
412440552,1002072.38428583,451190.076118863
412440553,1125040.69991218,468650.719725036
412440554,1121807.36145082,438426.521552108
412440563,2272921.91385755,1003669.09383788
412440564,2109248.86725307,803250.25964392
412440801,2017160.70289784,457333.631128642
412440802,1077610.46577999,445299.526872894
412440806,1929488.81389185,659700.78823352
412446782,7608362.41418811,801169.423944766
412446783,11189531.9212107,623482.984924425
412446789,1233871.53613718,245071.400858417
412452678,57702.0313603328,19017.1145115206
412460001,2006361.04912687,563458.883282111
412460003,841826.720941902,453555.726830938
412460004,6150995.65509775,526226.614266148
412460005,4931386.80441548,671576.344293873
412460006,5159336.79762307,582471.224621924
412460007,4830015.42195333,538637.105966885
412460013,1700336.25329267,525822.640169622
412460018,104862.236330842,54864.679093214
412460029,5509868.68616015,689431.13036052
412460043,2178408.16381634,506015.803840239
412460052,915124.090514735,453233.691498652
412460053,5114750.26853969,608070.573053668
412460054,763806.383336496,381967.12238596
412460055,720271.358249144,471681.738634186
412460067,882666.053616847,511297.310820173
412460073,907640.629582034,526812.833416993
412460075,683080.648916726,418582.649259212
412460083,862637.310202733,521273.676338089
412460084,5242760.71470583,668059.501409859
412460111,803661.174544265,428884.491562489
412460112,2221226.79174354,257506.321358161
412460113,1087466.21183786,378442.087080315
412460115,847855.510073308,378425.63021866
412460116,1799038.45988545,320008.85543304
412460278,3775435.42241366,1807566.58582172
412460283,3691912.8959346,885452.341815445
412460285,3644428.52889316,945884.578506434
412460286,3373814.52944532,489217.834749537
412460287,3652932.89450395,1008877.78191587
412460288,3341385.53426166,701386.346071431
412460289,3401602.32038136,940119.894891262
412460296,4109912.09812665,244047.190372764
412460299,4853176.96523591,565036.772851716
412463901,1523141.3986733,1452131.02008697
412463903,1923327.14217898,1033469.60588304
412463904,1912022.52798413,978867.397519876
412463905,1609143.5157352,1290718.62897446
412464117,1159636.02293142,619293.800330622
412464153,635024.51081145,419633.02535223
412465075,494741.395661346,438425.596134704
412465076,610914.781667392,404332.580635004
412465077,513931.828329599,459179.608944678
412465078,536754.613067773,467454.267197769
412467334,711502.369259965,437157.126426883
412467335,480872.844260389,290503.301355097
412468636,595280.745101656,304876.110407372
412470420,521409.247347906,301725.337797393
412482984,8024.5049497119,3755.15827501049
412500156,1463461.2139663,232207.284203584
412500157,1733933.77704833,825909.507231756
412500244,883886.838396465,631158.013636286
412500245,1364062.02796512,495266.629772354
412658750,564610.23628174,520464.761299681
412658760,481246.431586502,409441.065809503
412667940,3363351.83449471,1445504.10481348
412674190,1471977.08471555,454128.990857938
412676430,2107298.07472564,693322.981837274
412676580,3601682.88025367,2339863.8019557
412677470,1856997.94418261,759532.499859959
412678036,1939497.99220144,597704.230441951
412679030,430045.501818821,281012.916834838
412679040,442422.310144045,270609.28925161
412679050,532891.7664637,345072.482935236
412679230,1068567.06251643,318919.358483092
412679240,1945858.94539924,941529.34090154
412685210,1588148.47359114,649802.359691842
412685220,1586246.67166878,601299.091875171
412687090,479084.444138574,287374.859981535
412687110,416753.150368764,275369.713871836
412687120,509168.736211854,326290.871287308
412687140,354761.807822669,236172.881127959
412687150,447501.971851632,290325.762280759
412687160,588805.23015733,346820.1650705
412687180,491925.648697847,274631.545495119
412689320,1016098.44926686,414493.814287146
412689520,957550.595661721,292799.714309511
412689530,774554.413265144,416898.227572832
412689540,377488.487753047,218263.712949988
412690470,1411910.79054709,1150093.1677323
412690480,1206747.3085245,566853.558683027
412691230,2033090.75483224,428794.955203711
412691290,542703.462701853,80677.879549487
412691520,1084833.65554647,526513.426326601
412691530,703389.931668325,468096.303300614
412691540,923536.977077368,446131.724909167
412691550,1188398.56078786,472486.422733589
412691770,4728807.02334651,1024377.47288597
412693340,1980454.19748606,449181.381040844
412694520,760066.608000458,377263.487329772
412694550,350078.365804648,108204.376981697
412694580,420037.70755203,293187.686057017
412694590,634961.095168638,283460.659013788
412694610,645142.002044829,265273.14356105
412694640,4018799.44535008,898902.540721775
412694830,3395246.11029149,970054.926848994
412694840,3373780.02310011,869830.396061884
412695170,537384.99483756,367344.868686734
412695430,1668136.6482283,491408.879119236
412695550,3486426.4543905,2012180.84148577
412695560,1656139.30484419,302944.56610229
412695570,2902546.47697204,8916.72335663606
412695590,196407.434763448,20659.3299508381
412695610,2722310.22675069,24187.1514370945
412695620,1857871.50082096,841987.36138705
412695630,3540396.39045962,1457517.68797529
412695640,341022.620342468,89736.7477668255
412695650,3727194.46579665,2458828.91001466
412695760,4008680.61423372,1551597.22071985
412695770,4340992.01204785,1004202.92078425
412696740,3224507.76220434,773643.668612541
412696980,763681.707170643,483210.111387787
412698150,817617.175591723,477382.4713566
412698170,603885.736694905,379618.33479123
412699440,656859.627337517,538427.116685721
412699450,647834.150834745,465572.507007903
412699460,543100.469773129,364102.708992926
412699470,565531.150076919,497937.933976408
412699520,545145.944038683,453276.184493239
412699530,783483.576343914,566255.844637225
412699540,1147986.1957958,518476.998835846
412699550,657827.907198146,582747.596421376
412699560,742465.956567463,667915.05359203
412699570,675068.377231551,314474.25908713
412985000,3898825.65630785,708861.193608881
412993000,1320290.37224061,548167.486663473
412994000,2408825.86760708,110631.043922585
412996000,1361890.30163313,348217.986437719
413011000,4085647.7527068,779573.756396617
413204940,727549.936072144,215743.281910736
413204950,641406.735466235,350018.663985612
413223000,5329919.53730421,552752.608352559
413270220,0,0
413270430,0,0
413300480,4126738.44493333,1218307.26036313
413321670,667001.599846471,309561.582682712
413322610,1266246.57771199,628187.490716116
413322620,6509180.84543207,721472.470671806
413322640,781538.287459937,259351.269898643
413322660,609040.329385946,134940.449024841
413322670,789880.768197747,262236.186402023
413322680,1283296.3923935,639806.768773365
413322690,1134824.1689949,369141.052358895
413322760,1085336.1310204,445034.717329866
413322770,1162875.13438932,508008.732609176
413328727,2547220.68240047,420654.032824386
413340000,1004330.4381919,510251.81192023
413341000,739656.619839525,507751.469204138
413342000,877561.484524055,488613.951781851
413343000,909836.817440382,533471.826073327
413344000,868339.378420157,522346.413505418
413345000,870364.698781308,493417.525402664
413462010,1306340.17901574,426785.942633648
413501950,989755.091482856,782604.716737056
413691210,1705293.25303919,700290.368354213
413693270,1757227.87600349,664217.745100209
416000013,1987949.4878609,1037939.035671
416000029,695732.954546267,526886.226945075
416000129,364810.065984126,77038.8291936638
416000139,1358196.27565692,363777.755589572
416000141,2361151.06849331,1294427.79703673
416000143,1423438.39744296,1077142.12592855
416000144,1225200.03990541,420134.973698145
416000146,1391352.77384524,1172391.23624982
416000159,1737032.59595564,27627.4489407639
416000179,4956703.08805394,1067298.17219519
416000199,215216.408971212,48473.6636242408
416000211,1345585.27420496,650545.218645482
416000212,1393262.75431117,312042.760513088
416000221,1799602.91779676,650066.3186463
416000222,31023.3229797018,14359.1608555044
416000228,2509256.44511263,221902.574327967
416000234,392949.844767114,66407.0748525948
416000235,501042.927864153,49037.7583459823
416000236,1568688.24569648,488885.199312176
416000237,667175.05774128,376785.700139083
416000238,2295939.55814109,876231.927426266
416000246,1332824.72810319,331944.3230871
416000247,5717304.51736595,709222.602446932
416000265,465781.808676817,293368.63966442
416000275,87249.1822861642,32991.2970130467
416000285,553521.016660688,62333.9075734352
416000292,496644.296621689,107116.322740593
416000293,1483859.26301601,1236299.60555254
416000299,1865432.24008993,977721.119794767
416000301,1345407.74729167,573031.223545621
416000307,55215.0061938969,21855.5132948773
416000347,61162.0224642197,18033.3285974369
416000357,190942.970876263,33336.983601407
416000358,2846036.89219951,273196.661818651
416000361,403170.661080151,176399.087443306
416000381,2495652.87747292,702874.194080316
416000385,1209998.39667011,337234.946716687
416000392,412859.123043636,230454.515367963
416000398,114329.774495876,34348.4648902586
416000402,970678.850819723,167604.636258896
416000405,1534757.06901177,1247450.37542221
416000411,1656177.25731051,818900.744044415
416000412,802041.538245106,483308.324156035
416000415,165218.551526948,42048.5574590523
416000445,308668.562159917,167246.824557204
416000461,2055123.59336765,864271.287819958
416000462,1677155.83441585,84355.3475544784
416000476,3033754.76592848,617603.289688509
416000477,1728555.37306075,128362.699636435
416000478,53115.7811747359,31069.3361711413
416000486,968881.013287528,346016.751511818
416000487,53603.3238508854,21490.5674288893
416000502,2194651.3009992,772180.36809128
416000514,263985.319466747,123197.640450971
416000594,3052507.82842203,736149.742469613
416000598,1302410.60930662,757477.812786018
416000618,128844.765627069,25718.6423391136
416000632,620877.719951058,141752.999522495
416000643,752171.251911333,305241.763881942
416000662,1500015.89991559,754461.41298708
416000667,244287.958204277,16997.3843287797
416000702,58348.014783681,13763.7714804319
416000718,88673.2962889621,34393.397711435
416000737,563663.097596663,477438.3005458
416000754,221782.780323382,53103.6036038765
416000775,2897035.82875482,1229899.94485907
416000776,361275.185255192,210940.772581747
416000784,1811793.18210465,628525.844144054
416000803,1384751.32089133,670217.321014648
416000807,163210.659063162,74509.1663842683
416000817,924067.494011509,390507.765613468
416000831,1312324.88840707,172060.595025293
416000832,210995.872689329,143590.692932834
416000836,1596836.55764342,229833.708880787
416000853,308915.249526443,208492.269297682
416000855,1044660.12401343,144258.161776772
416000947,414705.317103577,283532.341320512
416000961,96247.4952548897,16666.9091580414
416000964,364268.695340259,36396.7110676317
416000974,453614.003844307,130153.945072609
416000978,595710.812098859,165280.736648486
416000993,1766669.86692077,118231.548671981
416001007,83148.7942949397,22919.1442701642
416001008,112625.627289375,59454.8364670988
416001013,108394.205476343,64733.2251454424
416001021,82664.0209249097,49910.7375197511
416001033,459786.624764028,48651.0429256108
416001047,756252.797702742,408311.500847765
416001159,527925.543644208,185801.288101639
416001225,2587049.50644633,2393416.41800397
416001228,1457801.35730849,892487.304752634
416001233,1087842.9769316,484211.375196528
416001241,76746.6809998725,47509.1861677159
416001245,6437951.99373305,728552.449796356
416001249,1518528.31246207,213606.802432466
416001251,57707.4430799726,29249.5250723164
416001252,1803093.38192144,632798.78467418
416001255,892436.917734968,429925.145861671
416001344,777012.438816937,153330.71102682
416001354,203604.361657059,38896.7510951652
416001355,2068303.12822448,527692.713855633
416001358,111778.062671435,27897.3682113966
416001414,2953651.19649559,2395750.53513806
416001415,88500.0287231102,65869.5042475213
416001421,156991.383976265,49547.449727448
416001425,76515.6816825203,18245.5124615026
416001426,45969.1870945462,23058.0830824508
416001432,117341.454489625,63235.2133491052
416001438,68584.7876388157,22006.3904163427
416001447,1192398.43994158,504769.81291973
416001451,1936684.84468594,776539.524085754
416001461,108518.427947227,28606.9428138966
416001471,529630.093912678,304649.186314819
416001476,1490549.3825626,458513.894733063
416001491,445558.251682328,159806.685466926
416001511,68223.9937959648,8424.46965710132
416001519,2911389.68814083,1694230.33977979
416001521,82483.556965258,32208.7572110012
416001528,114579.320866192,79820.8410120892
416001544,141883.202088176,18728.2212687432
416001547,96380.4175585313,71300.0972200359
416001549,84496.5927048088,28907.8569864216
416001619,1872957.61149792,1230844.58571909
416001645,71942.8345380294,20683.9042048314
416001745,110353.887767223,54060.9025888551
416001792,204641.197890031,22857.0335497399
416001799,1637844.26764518,783549.29499503
416001821,101583.125072441,21613.7095084767
416001833,1433046.16789242,286031.38626062
416001845,110133.50644999,63184.1135241721
416001967,132005.547408439,46165.6603483749
416002051,3043859.89679924,630248.151255516
416002067,211632.960346078,148608.20095917
416002092,1629121.25115877,842270.858311988
416002099,827229.906252137,426782.670708617
416002109,351454.322192275,184587.652215041
416002112,313145.060008692,166763.4066133
416002117,597404.505187555,466513.790349893
416002121,226618.99224048,62264.4175644897
416002131,612341.883445903,117533.169247821
416002137,69372.0635997903,39079.7473130124
416002141,465741.945224509,67706.8201442217
416002147,366540.945212886,190559.322768161
416002154,423975.754364784,110614.509741235
416002165,170992.439434971,74004.2998492119
416002167,269716.065393583,90670.5106555497
416002168,1156829.12824036,382425.195885598
416002173,2439223.11612969,253096.632687003
416002174,669810.225434867,200504.878656648
416002194,990468.023334362,211984.228221907
416002195,1345855.69020427,387372.200336471
416002198,1867519.49654152,1401336.4394707
416002201,4040499.19292889,994731.398418738
416002216,3314427.88702604,1096136.26551631
416002218,359664.443246016,99850.8295145112
416002222,893929.273525189,87881.6132774184
416002231,173632.960508575,66491.6448474303
416002257,1514597.38298235,322974.226458495
416002261,3369989.01159123,468979.409999809
416002291,2947397.02329327,116317.787200319
416002298,1865090.70893163,1051775.7997679
416002304,1810275.06283425,1184140.31272475
416002323,616967.513333566,351875.17523926
416002324,1435764.61884385,1014163.40694976
416002329,212515.617497293,53599.3683769847
416002343,344272.572264748,244482.855659989
416002348,521789.133178169,60108.5666142982
416002353,119290.290826682,50288.1187940858
416002357,1766251.03693733,204869.609914589
416002362,93531.9757915317,43002.9123618384
416002374,3231277.05950771,444476.467741659
416002383,123274.611208328,44456.2769447765
416002404,2332341.47803827,1072302.33877913
416002415,525570.034494627,58117.1595524268
