"mmsi","Distance_A","Distance_B"
367003760,2196001.70427385,566083.708655937
367018980,1270992.68408807,921983.584172118
367045610,1323064.70319012,946069.997033509
367045620,1264655.21401875,656209.743240641
367111320,1062356.68449426,555001.341130752
367114110,922601.868135872,527568.035519255
367128430,1511318.67650767,966204.551245063
367131270,708456.11993417,104707.962591738
367132820,1334845.91639397,586728.491036327
367135280,600971.591803878,274763.244986175
367137680,1709690.77639746,1340260.64933224
367140060,317320.577188143,241468.232817625
367140260,1590440.84382743,1300275.07374049
367142780,1023660.20522941,406692.643030553
367150430,1191511.88174728,391914.071619508
367151660,1919278.9673763,585476.930510355
367152680,997657.530018745,7555.8838555723
367159690,1077757.8294057,899910.066934829
367161340,1560862.58353372,874973.167834271
367306510,1221597.39418487,869101.863924445
367330610,2576228.93492152,346340.2982136
367338850,1706831.49155629,528818.616416695
367341510,1406580.24578252,910521.871320106
367343000,1763648.58558426,717058.948457873
367358280,933806.115298978,751043.444415903
367359000,1900180.52325524,992866.18160817
367361970,1506771.73954262,565702.040983679
367363390,2110792.38360072,1179986.20271272
367370380,2059603.034229,1234734.82608245
367373170,257398.848629791,183782.831552566
367385940,915907.677094636,344903.115151891
367396410,1106056.99989049,284139.777735918
367396870,1647336.05267357,786320.281233908
367403980,282103.419616945,104380.546962564
367420020,1242326.72333863,604687.306041865
367423310,1311556.24442353,528399.427668727
367433150,1557814.82115157,1365720.70911679
367439590,1119076.38555027,602675.525160625
367439730,311801.834783362,28929.2341348184
367442170,1799901.66383412,641488.231621093
367442640,1314019.79081544,602677.537641262
367445940,910978.133883281,554374.664430042
367447140,1495257.89951768,853387.226668904
367449780,1343771.01348734,736405.75545823
367460990,865645.109110912,609725.174757047
367467330,1108369.46737187,597378.614192891
367471530,1099564.80789362,433433.278959554
367477330,1393041.88861532,696844.052840101
367479170,1508040.65708008,1209533.93916095
367479450,1127673.36747391,192199.035887703
367482650,1607229.94150539,1136718.76021458
367485680,760046.757888214,449062.667850408
367490140,1239053.94803129,543283.10416837
367492480,1513932.10744542,1047595.66504338
367497320,807913.167240321,760016.345842184
367507280,1759778.0108402,497857.22769782
367513810,1770786.61425176,1030567.5872893
367514890,1533762.01211159,999655.572888338
367516940,555697.172363949,181835.428898172
367523880,672141.966555304,474873.89363461
367556120,2294174.8636533,1025200.27408642
367556290,1456443.93261006,567866.099018331
367557620,1289624.64181212,783207.74549382
367568960,1063524.43002144,659816.621222135
367571490,639045.964592981,390579.111987309
367577170,1656544.57447027,979163.537057981
367578510,237867.132283744,56526.5833763382
367590390,1074758.58607873,758867.536064239
367593450,2244488.92274522,1289045.43485011
367602730,1517613.87080909,511483.230977114
367602740,1043865.55534005,870293.614303135
367602750,1214671.75790616,605893.648180648
367603420,1474438.50227996,695021.936755022
367604540,1990741.19340915,1078536.85837649
367607880,1436331.4613251,730029.687105382
367638270,842365.722354159,806232.590573633
367638280,1307968.18342807,908926.900941076
367639430,950962.105079501,644140.180079017
367645140,1701324.78926534,1372398.76673958
367662540,484102.995422366,42039.7627594467
367662660,2162117.23595079,664225.548263171
367667090,1943431.06308833,543070.951233895
367667630,2440160.76862482,877912.020527706
367681130,758833.088167343,317924.740852667
367682040,1275665.77778579,716511.629061966
367692620,1786360.16499055,900534.727979356
367699410,1544675.35552853,889783.430832315
367705430,1298569.50853975,738856.239727961
367707220,1301591.4632334,566438.741666548
367707290,1313491.40548958,313043.827474961
367711290,849120.925121383,522832.390382671
367711550,932284.764248436,775845.872285799
367716130,1888521.5024612,976328.780837419
367719270,859864.428584697,262121.443312954
367722830,1364344.07769784,839734.526308183
367732990,1122783.43176881,693656.152415571
367733060,1721246.33001364,367208.426125392
367743820,447637.456531749,131402.528234858
367750990,107578.813340995,47392.7549463528
367754830,1094312.91676743,619313.711955673
367755180,1608145.24860383,1178523.25763159
367755410,639710.824692256,126653.846786664
367756070,1262292.27810376,1069163.61492671
367756640,1316620.91291094,928252.276413956
367758020,1640040.97923948,1186774.35634185
367761510,1465320.80277004,560730.604337127
367762610,1572630.6354022,1366533.93209791
367762810,1573851.68173236,928350.798775908
367776630,1977838.38517178,781672.333135778
367780410,1279500.82814151,1091450.32384883
367789570,1141669.28384008,921697.640016389
367798710,1441369.11011956,1136017.6358061
368001140,1067235.69265704,774644.574240494
368001590,2013760.10989511,1167258.82802658
368012030,916084.561215475,423533.325920023
368012840,1831233.23306019,910817.557580662
368013310,921149.362610717,574595.079087245
368013420,776859.305892664,466482.452418659
368014640,1399999.76855353,774422.93378693
368017310,1628516.76939487,931599.984560267
368017650,1231192.34292052,704011.050685455
368018420,863106.425268478,707723.968411773
368025960,1139473.63519401,653726.069680171
368026770,1507032.28611552,871746.249467092
368027840,1443949.72390042,958718.011686746
368030050,1091281.47806472,632429.71460962
368042650,684030.502078529,208285.332688193
368059350,185530.875161892,106248.961542216
368063530,1482517.09358247,770715.643570985
368070780,972772.362592453,487952.012764403
368086080,1022074.07996306,753073.461570067
368113610,58162.5086769508,10357.6635062213
368144000,1099161.31850676,725396.603013773
368492000,725785.45379089,384544.746649382
369059000,443183.627659034,262249.219269979
369060000,473083.098202668,247223.219969501
369188000,329904.453796076,161985.008428371
369189000,313405.163056301,103737.657665125
372702000,3421846.65608781,2149502.02247172
412000405,640251.471199376,210047.499950777
412002099,988981.94573445,832346.742922285
412002127,3235564.27623229,898824.347319954
412002275,1140927.32406343,363741.476565881
412002527,595196.459486134,159121.28102201
412002904,1878118.74800775,757385.079647729
412005168,2069238.0817842,1431821.99152236
412005429,555071.690965231,212861.473219215
412007967,3315683.30336259,604092.997760382
412007968,3009494.41076776,432626.999095555
412007969,2559030.93133059,324579.559852673
412007970,1438668.8320871,431371.013936455
412007971,1066111.25062293,333135.80700183
412056335,1795335.55161184,754649.427166869
412200078,3784249.91772701,582797.885956914
412200079,3679623.41246258,642348.800043071
412200115,874731.576147946,529552.013424962
412200116,883578.147989446,541130.038320168
412200417,4518713.01783639,716235.936918662
412200461,0,0
412201817,950164.869890749,425643.811103739
412205130,3205084.14935129,951733.046781082
412205520,2060953.47644835,825052.852963099
412209076,4677565.49683592,993430.443768279
412209077,3891008.90056402,826187.623707748
412209186,1755729.13840618,884924.549304828
412209233,897275.122654222,588921.918310528
412209234,2015290.01166477,807388.454729393
412270001,3632971.09848366,584039.177523476
412270059,2978997.02000319,594380.399562973
412300365,594670.652355722,116824.606538845
412302021,4622265.7075767,536046.978474442
412320019,5680821.31970042,1663116.29353622
412320021,1174014.0678351,337318.265995968
412320023,865964.763917585,423781.15244946
412320024,465345.391022163,327146.209193432
412320026,846758.296246416,394217.310207157
412320028,1535388.59927465,211706.54106036
412321680,984436.067082437,165263.375230873
412324210,11025730.2804309,43543.6300901082
412326798,6761112.03867972,801045.390955423
412326799,7768428.1718018,674689.234779223
412326854,3802338.28884121,364895.682181458
412326861,1436664.52547421,361134.934844853
412326873,1702946.94744499,554246.777471284
412326875,7312353.38268858,812865.68672433
412326876,6280205.97524805,656568.986701037
412326877,4446466.3984417,336747.57001277
412326881,1989326.14381523,749303.444795365
412326882,1832345.45063945,742968.745719754
412326893,882610.423262234,375259.598586727
412326894,556265.682706719,224447.579795782
412326895,1007279.48893758,279241.697045146
412326896,1040400.00584392,252089.180014404
412326901,989439.131198941,312989.779195044
412326902,796843.15643482,236291.695945885
412326903,767854.851983193,379999.021279569
412326904,661229.187945413,257290.38134033
412326905,1149128.00060707,226349.354078261
412326906,1149070.87745695,307016.142346343
412328714,3293997.9451417,551243.321294735
412328715,7260162.42123827,301421.802303256
412328724,2364593.36910201,441946.165468791
412328725,2129688.68555275,453257.737665133
412328726,523894.698018666,289257.014190763
412328728,4413569.48578579,379138.055096414
412328755,777884.107684207,267193.606034514
412328756,845067.341194225,244303.907637533
412328757,1142054.03783537,615362.087596242
412328758,759539.988670652,338607.140771523
412328759,1071061.78760898,265901.147740065
412328761,1184572.84154268,315957.022752338
412328792,6200713.57144661,370342.652126712
412328793,6272320.68251944,392507.353954639
412328795,4275464.07752725,489113.13107898
412328796,1558948.17607508,383748.576480422
412328797,3206940.73750961,424276.016995658
412328798,1744005.50509341,401382.802295794
412329405,1133543.28609898,211476.940498979
412329416,4040885.30070969,589736.182934234
412329417,2319469.49516007,601506.441715098
412329418,4153863.73305957,669530.484801423
412329422,7459271.90250223,745306.740103112
412329423,7925394.71307287,615356.221034616
412329424,6414006.50979637,792046.517122949
412329425,7810275.869578,609695.816601965
412329426,987775.378914664,492002.56412185
412329428,1258726.1750275,451358.653266536
412329429,763478.204316573,317873.08082988
412329431,761974.886561822,315710.793458984
412329433,806358.702830435,327968.133363077
412329459,1874371.74966263,707819.226508005
412329461,2081718.77722614,443345.896912189
412329557,3851235.07540466,550712.362810986
412329588,3992747.2357131,559404.181079182
412330102,1519888.70025669,586619.406334537
412330103,1667421.41995254,633042.201905388
412330104,2143282.76172418,636298.524722882
412331009,2181378.69433131,621874.272711978
412331011,2138851.61275433,851843.876659308
412331012,450115.483047396,331831.947964593
412331013,1294386.07268859,491644.710696903
412331026,851754.778653146,278993.240566288
412331027,1674543.23589898,675087.320445306
412331029,4108320.69386473,573582.44053891
412331031,3898160.25054363,631904.81407094
412331033,2559950.76833101,878076.701001017
412331063,7015930.71958832,730251.302715428
412331064,7066841.48361266,845912.783927007
412331085,3362854.46631096,6654.7537117514
412331099,575411.245700158,311010.155837535
412331101,510437.667664139,232244.249710317
412331102,503692.311531972,317930.849697353
412331103,587950.487443341,260896.61524691
412331104,526734.713959093,332577.348779349
412331105,692239.012632554,335441.972010777
412331163,0,0
412331164,11050.9004878873,0
412331499,4031883.03156846,561232.497722818
412333792,878685.432095001,449971.458977073
412333794,1102502.13888228,517182.103135159
412333795,894270.611854966,431288.783591779
412336911,6018652.05631341,528819.311311146
412336912,4964435.47985851,587482.886888226
412336913,1710979.90966026,758165.990347226
412342552,0,0
412354264,147043.773431458,2224.36956011355
412354265,283332.607691784,30296.0078694172
412354266,1476388.10917398,153650.72968638
412354267,2750391.02992861,8638.9463549125
412371191,2653656.93907855,950867.734704502
412371192,2962722.38652818,558948.737888705
412371197,787890.971311648,399810.094216725
412371198,659421.309139324,592038.818076265
412371206,6107367.19511851,443590.214583292
412371207,5920184.00854575,528150.997376796
412371208,6065591.34447231,407869.404497579
412420195,5482052.40310788,1243196.09477731
412420236,4201992.99395282,436759.082000539
412420237,4519046.43903629,514498.81363344
412420239,4439511.36815913,378935.185123697
412420433,9329825.03837152,601642.368770551
412420434,2524843.80069215,343747.329749928
412420435,3762715.38174618,356970.636354712
412420436,9306366.03650462,324107.351525859
412420582,2921849.81978888,985295.478985865
412420583,3235150.6944238,1044342.2302053
412420584,1711664.52826994,269563.404907812
412420585,2754590.64077466,941864.56097061
412420596,5412219.2144473,1786607.89064375
412420792,1575732.82137446,252546.65355588
412420793,1091170.92570158,351339.238847895
412420794,2765959.34907382,334908.630284955
412420795,2812316.44162649,456715.597815065
412420796,1641297.19639605,325332.925336694
412420811,2746431.26200499,892215.571824327
412420812,3113609.49671596,920865.928377447
412420813,4014388.3236061,1079000.67179793
412420814,3665348.28543524,924831.70386413
412420817,3711478.94621209,451227.604411363
412420818,3825715.79759556,492042.828991452
412420819,3863256.88351776,446703.557020074
412420846,3268989.22929611,391454.819074446
412420847,2537640.64660077,341983.370928937
412420848,3249730.51636846,378959.914114151
412420849,3192548.26688933,394296.138685135
412420851,3764255.77934658,349457.966285175
412420852,3758084.55764564,429703.621960358
412420863,3690132.43320058,370963.345811382
412420865,4174916.70475292,318171.393321624
412420871,4171360.27689506,212694.547335043
412420875,3924993.06097425,749054.983320954
412420876,1282507.66977583,164232.960143735
412420877,4098949.76159322,602639.74666241
412420892,2743567.28086034,531042.424059605
412420896,2689677.94335231,804304.994958378
412420898,3798598.11404544,459083.780100433
412420901,2654247.52166431,830314.033108627
412420902,2403797.64726367,908782.026571622
412420903,2809559.54082909,876961.22848618
412420905,2682412.71151454,395078.349646548
412420906,2164598.29961517,316748.73848664
412420911,2155080.66598755,331153.098698259
412420914,3020987.73906424,431766.779292309
412420915,2220535.12949327,322967.781796614
412420939,4948570.20972021,3086650.53960293
412420942,4954898.50585337,2957215.47412042
412420943,3160480.77754584,741871.107141761
412420944,5363762.9032282,3253290.25810476
412420945,5251054.33776405,1724313.46274197
412420946,5822925.21780877,1117976.61118985
412421023,3561423.34376272,523451.788245863
412421025,3449231.75021293,542879.787499698
412421026,3505593.83719139,595205.906999467
412421058,3873135.80068991,392824.822157363
412421077,343906.318090168,190987.057874054
412421081,264275.800020845,255562.734945638
412421089,4130888.68152782,482753.48506381
412421091,4385304.7107212,468756.880952704
412421094,2340453.10778994,1094044.96454563
412421095,5512175.02248322,1661961.51137778
412421098,6727571.62677335,3224413.06853507
412421099,5756931.95896193,1523283.33753823
412421134,1811424.34372268,1081605.53438925
412421136,2484143.18485749,579153.902164705
412421156,3695369.88806385,410162.053977667
412421185,3013662.27713457,875608.874711746
412421186,2629122.15628839,852666.709677024
412421187,3737954.9707036,1205137.58798785
412421188,3691734.22360029,427630.375536609
412421189,3685169.52086473,1264290.25523708
412421199,3849768.30068179,474563.206333885
412421288,3851146.59484574,393215.221842423
412440009,57780.1434135192,19906.8517820974
412440011,638562.104944004,296248.383570712
412440035,2633960.90370285,504200.161142996
412440045,7581268.69349367,392779.85642277
412440046,2312802.44332926,140720.993372419
412440233,1382737.15225266,1327372.65158232
412440235,2699981.43536454,1126738.71220056
412440238,1373040.76480827,1147721.11605641
412440548,4832746.87186255,583171.600839231
412440551,4801230.94812482,557167.821065021
412440552,5044226.08506015,822671.841026832
412440553,11458317.5409742,342424.29021483
412440554,5471889.46891873,797035.612189591
412440561,11542716.8680566,56642.2822304812
412440562,0,0
412440563,1919459.9568617,1265392.42484767
412440564,1690949.33798353,1104488.10205868
412440578,3818841.31582678,602133.816437468
412440579,2160197.42764563,608148.745168256
412440582,3278796.39635649,587162.901623336
412440583,1122912.1662994,334070.935477347
412440694,4862566.5790669,563892.376285708
412440801,1657489.94597138,627365.360007363
412440805,1733066.33807497,748552.604969437
412440806,863880.802022738,400650.157521834
412446789,11796356.718931,721717.884011267
412448556,509989.378223609,196189.248114555
412460003,4679989.50986387,409818.325454353
412460004,608923.847343668,521128.30539757
412460005,1296337.31764279,637544.044726603
412460007,1161153.98577392,579411.952073986
412460009,1287270.24282136,370982.468515257
412460029,1992122.82354451,908451.723857528
412460043,3681036.17015059,369031.037056342
412460052,1267920.06078121,682948.729364181
412460053,1436008.40649882,585071.984091662
412460054,1345123.47462218,460523.122102693
412460055,1413320.69583424,437915.030362673
412460073,5841968.81798202,415284.704267113
412460074,465712.161920395,97953.9433415219
412460075,4803794.28128566,479222.47163871
412460083,475625.044105054,405198.943763297
412460084,492985.107178989,282354.224114002
412460111,4955976.43430065,558979.345808674
412460112,541980.018637404,409491.396348542
412460113,638619.969281457,405075.958290727
412460114,627260.531766824,186396.389039264
412460115,4237366.5050297,422384.061158956
412460278,1287705.21094047,564855.843426883
412460281,682577.475644787,577154.554191492
412460282,2108899.16228258,470163.999452156
412460283,1187421.95860478,510949.500838787
412460284,1348673.2788117,562604.88987117
412460285,1020881.92726945,513375.921198572
412460286,903100.469772118,513691.123400043
412460287,993923.475278642,384688.609126232
412460288,1406754.07386513,362793.92179079
412460289,1247100.43385145,492562.690384381
412460296,616458.129589838,247136.399682099
412460297,2461083.85537406,73264.5772773826
412460299,2638443.35101358,647302.169130322
412463406,1490658.7173952,563275.338021558
412463901,3583125.93642578,272375.973788103
412463903,1179670.17823418,280882.840931232
412463904,2527297.73328034,324730.287404202
412463905,1903782.18067485,270594.761100385
412464117,999222.17557409,553171.654872608
412464153,423275.948831025,133882.603117753
412465075,1147047.7677424,459844.393660261
412465076,1558975.6705445,407523.409367756
412465078,1898026.74697047,377813.759733906
412467334,1343930.48475605,593376.792610737
412467335,560582.552363923,210308.03237135
412468636,1849728.99662012,471181.728686323
412468637,2033690.46352053,587725.282616779
412470420,571136.048353661,257035.384851641
412474535,2787926.7888255,473266.054925704
412475079,1685170.47065313,461278.635862023
412475113,1381863.3922576,422207.657738698
412475114,1451917.89248501,506894.75097329
412482984,19386.7443948675,16595.7890126313
412483615,2993559.72317655,325089.258862325
412484402,1189836.25016813,460546.251203163
412499942,3475081.08313825,1190764.89498241
412499943,625496.139299652,490070.300122187
412499944,1628784.09423147,418863.613668219
412500156,853670.456313111,448355.328541736
412500157,1084207.61200176,571967.454730806
412500244,990442.256127244,379970.064938252
412500245,1314254.20113423,631796.951997783
412549002,1076600.95458638,284490.082914987
412549003,841039.650827947,260248.736521019
412549004,1124000.34058349,272548.362052001
412549005,1091655.36543009,246391.230913462
412549008,1100223.68536676,334477.069576359
412549009,1157068.01379578,276379.155118109
412549011,1025719.73793409,367447.283100132
412549034,1952353.62314573,695715.993129519
412549055,8935132.87867538,721625.925918388
412549089,64119.4121339491,4567.28259663634
412549102,6159493.29554369,383053.653653057
412549103,3826036.0966786,492906.497527701
412549104,1433486.963192,593252.108154186
412549105,1609423.9528853,714582.630912689
412658750,701711.117515759,563826.664485363
412658760,619479.171362161,395865.542431231
412674190,2239945.89365763,678252.584846837
412676430,387909.201056723,33207.4965063693
412676580,5345005.15012098,1253604.00737119
412678036,1807393.57263182,560611.708739074
412678050,8354055.79862148,531491.486165215
412679030,447167.191122452,371162.65746324
412679040,523413.277176896,290267.685904184
412679050,548320.629508667,247420.566646912
412679210,3081353.42975071,646362.359018244
412679230,2837156.89542695,867968.818186823
412685210,1275977.41747098,1021225.25331688
412685220,971939.13786966,648139.954780402
412687110,470788.845957805,254423.862161164
412687140,500663.970831583,298043.980451432
412687150,362362.425186329,200913.999445855
412687160,501125.983669251,311555.497385949
412689320,1970895.6701158,112993.317305363
412689520,399697.601353665,159352.47176436
412689530,406398.987026677,100160.853362769
412691230,3718441.75826032,490018.740671979
412691520,1351576.37191106,80868.0567664209
412691530,137871.47951578,77454.5376884808
412691540,833428.945492355,389363.512639298
412691550,458637.334170062,291890.309679899
412691770,5496938.86721708,1064008.94298573
412693340,1077324.10496786,474002.64778778
412694580,375939.262955062,262655.409703439
412694610,447193.47457968,300263.431754727
412694640,4238987.11136135,645071.86394751
412694830,3788768.03286133,689794.261982564
412694840,3999367.532837,489638.691035775
412695120,4091961.9381225,450365.290288387
412695430,819891.26296279,301209.284804454
412695550,3089373.78563949,1576912.03801844
412695560,2906716.32401118,555476.420928107
412695570,3751688.49739729,5310.49791024628
412695580,2690529.04657151,554725.418356482
412695590,3130539.21028859,711970.954266623
412695610,0,0
412695620,1568249.14561146,720637.767471744
412695630,2333427.11726073,1073484.88276438
412695640,3142301.86956776,608679.070087093
412695650,3735935.92930975,542776.939587009
412695760,5768589.23849092,598091.978837425
412695770,1122077.64551239,621728.310277835
412696740,1874375.61382756,806874.432251778
412698170,683407.59095915,284158.695652094
412699440,646921.322435501,531122.894431815
412699450,575286.305988385,414643.500011457
412699460,719358.759968325,462961.380808896
412699470,1105966.77389652,543825.048317512
412699520,278954.180771704,193282.480843388
412699530,748831.975254028,656458.722769592
412699540,647110.894328828,529664.591780841
412699550,695779.292253184,498209.988428385
412699560,700877.181087211,516633.073917472
412699570,683831.849406296,495870.605600988
412699950,1658880.25707356,319863.877540794
412985000,3258541.38893554,781544.808262438
412992000,0,0
412993000,2989248.71142752,586474.333814075
412996000,1801967.30699445,608038.977956925
413003409,192954.653174839,49199.7911542132
413003484,1008461.65625212,496714.769610108
413011000,4582720.69949232,854965.988795014
413204940,2825714.79188947,857135.780361675
413204950,1389895.84877843,643927.537267621
413226868,1579342.6361289,466794.617131154
413270220,3692945.22033967,19069.1499133435
413270430,40725.9016949657,0
413300480,4401386.50527565,890221.866288696
413321670,429531.978290022,111437.591992371
413322610,75918.1478520969,71148.95194043
413322620,999997.948294432,227880.456321927
413322680,444571.424780657,259695.399598634
413322690,432576.295212617,236232.165307442
413322760,466148.339402275,291825.155262558
413322770,461734.472999826,259579.405814335
413328727,560445.15011133,394426.157036047
413340000,1301973.1731222,293265.670176311
413341000,1153681.62257194,348949.102533427
413342000,1221646.09475458,317641.937454435
413343000,1114866.62565835,264157.54330264
413344000,512180.570544763,284812.677493035
413345000,1247354.7692906,450898.513276819
413404430,2642057.71447019,1314127.68768512
413462010,1846283.1390849,658081.520721043
413501950,286037.089258509,181717.011579157
413691207,1919053.2312145,363493.54026015
413691210,1769338.72412345,595764.933985727
416000013,2250902.90065381,563394.31900342
416000029,42418.4045748698,7557.79610917958
416000129,1286734.42282013,162549.115547868
416000137,2778130.94159055,905221.533311555
416000139,2567227.04914876,829763.996442599
416000141,1526506.82179719,220344.144643144
416000143,1384598.20863667,1067263.52438514
416000144,1618387.05352721,718043.229508089
416000146,1900514.27209995,444292.538008251
416000159,244629.121598103,54599.9440564336
416000179,4411931.41742397,567151.583484238
416000196,2588731.8559145,1770575.87523677
416000199,2163167.53412094,692957.867221284
416000201,525800.839427797,219126.987780484
416000212,1448794.4585396,240175.804754291
416000222,1133309.91169094,375344.951518271
416000228,1729465.71940181,359946.796113596
416000235,659256.421169291,233059.638344929
416000236,2821462.84408983,843466.804746099
416000237,1014371.9071115,678295.849878577
416000238,820473.017998374,775687.520141621
416000246,644130.844734599,378939.324250689
416000247,2738766.95742573,1954878.07133609
416000257,1649836.1532727,1259988.704584
416000265,1739874.49998614,502554.460431066
416000268,2487133.60814046,504842.562056864
416000275,1746012.21105312,533214.590991719
416000285,986757.552008103,264062.100207049
416000292,1378608.37361395,113304.520633994
416000293,2102190.01387651,168494.468506539
416000299,1544637.01560904,404361.551132517
416000301,3756770.17381371,1854315.55980839
416000309,292023.666577984,230278.747435131
416000344,2169210.14740311,629388.054912597
416000357,94293.2808354291,38000.0640715544
416000358,1061402.11160187,621170.264063908
416000361,2190667.47340412,386169.62879218
416000368,1560761.3526264,117857.616088106
416000381,1905547.67416188,1223367.27938053
416000385,924531.721778562,229369.935393808
416000392,854154.964312962,332255.149718195
416000402,1466388.94462539,346119.683836812
416000405,1260519.33858841,591983.248596045
416000411,1484262.00579284,630402.671167168
416000412,1227907.77198787,669604.050609708
416000415,1477188.53564083,342895.451729277
416000445,682693.6016446,457923.471410562
416000461,1162638.58067165,1126394.67856833
416000462,1149782.26410042,374585.720898866
416000466,2107878.6626369,373499.050290023
416000469,2954984.16543764,4440.82948128704
416000476,4435613.71847226,365503.633224804
416000477,1144029.4341947,168275.917277986
416000478,122655.261591922,52877.5504356991
416000487,175288.767709811,45662.1532819678
416000499,1291077.78419712,402353.934037933
416000514,500858.83700429,257051.416623436
416000519,211862.832358303,107203.304142807
416000521,1703716.15693968,456022.692682427
416000594,2355154.33236593,1226810.76167882
416000598,2929265.89058708,442117.533173335
416000618,94966.0896837712,31140.5943615164
416000627,838252.143248791,407411.805414103
416000631,210546.007535136,86108.263827264
416000632,1415216.99806168,296480.404864385
416000636,1346195.6251363,183734.66889831
416000639,45259.9449738617,21854.7020392035
416000643,607374.080089082,322640.808621502
416000662,473910.651293896,156337.195843448
416000667,148357.242901797,48075.9716013346
416000702,507319.751700363,54809.4355883641
416000737,1019601.39241373,364089.589047101
416000739,940039.763327514,350082.152651371
416000754,1498737.29714786,1217375.15545944
416000775,804089.665167508,419476.791453182
416000776,758080.976610824,334592.845361972
416000783,1107018.93207153,354913.59382737
416000784,726603.560774552,447220.49972432
416000791,80839.3561267244,44337.2779233659
416000796,97117.7085505182,21929.4198914342
416000803,2292484.11790553,788245.142212535
416000804,3828701.93492504,349070.339529265
416000806,516347.095663107,322756.297071277
416000807,227759.589810017,29549.2120291981
416000817,815463.7661367,321218.234873196
416000831,1577638.66676735,380259.378184898
416000832,2229319.62224171,219951.493237644
416000833,1590211.63520786,315245.893361531
416000836,2166759.76446892,194528.753310682
416000846,211190.611643211,67653.3708154649
416000853,802955.788398676,430438.899207486
